history_id,customer_id,product_id,viewed_at
368,935,82,2023-07-26 00:00:00
369,745,1176,2023-06-21 00:00:00
370,837,525,2023-12-06 00:00:00
371,589,516,2023-03-01 00:00:00
372,406,935,2023-11-01 00:00:00
373,150,422,2023-10-12 00:00:00
374,828,1053,2023-12-24 00:00:00
375,304,185,2023-07-30 00:00:00
376,48,259,2023-11-25 00:00:00
377,831,505,2023-09-19 00:00:00
378,356,444,2023-07-06 00:00:00
379,578,1076,2023-12-10 00:00:00
380,321,606,2023-05-13 00:00:00
381,863,877,2023-07-28 00:00:00
382,715,734,2023-11-02 00:00:00
383,406,401,2023-07-12 00:00:00
384,790,959,2023-07-09 00:00:00
385,789,727,2023-04-18 00:00:00
386,182,103,2023-11-01 00:00:00
387,527,606,2023-08-05 00:00:00
388,947,112,2023-12-13 00:00:00
389,104,4,2023-12-29 00:00:00
390,374,623,2023-11-27 00:00:00
391,747,814,2023-08-28 00:00:00
392,889,688,2023-12-25 00:00:00
393,236,193,2023-06-19 00:00:00
394,319,1072,2023-12-26 00:00:00
395,350,420,2023-10-12 00:00:00
396,443,707,2023-01-01 00:00:00
397,457,224,2023-10-27 00:00:00
398,661,683,2023-11-17 00:00:00
399,440,973,2023-11-21 00:00:00
400,163,111,2023-12-15 00:00:00
401,564,1077,2023-07-09 00:00:00
402,598,341,2023-11-11 00:00:00
403,741,569,2023-12-18 00:00:00
404,873,1132,2023-07-26 00:00:00
405,711,751,2023-11-26 00:00:00
406,868,688,2023-01-27 00:00:00
407,602,520,2023-04-20 00:00:00
408,32,369,2023-11-20 00:00:00
409,483,232,2023-09-28 00:00:00
410,350,1173,2023-11-04 00:00:00
411,963,819,2023-07-25 00:00:00
412,215,338,2023-03-21 00:00:00
413,262,535,2023-11-04 00:00:00
414,646,573,2023-11-13 00:00:00
415,92,867,2023-05-10 00:00:00
416,638,741,2023-07-14 00:00:00
417,152,484,2023-10-10 00:00:00
418,675,391,2023-09-02 00:00:00
419,214,883,2023-12-19 00:00:00
420,530,22,2023-12-27 00:00:00
421,941,319,2023-09-09 00:00:00
422,734,41,2023-12-22 00:00:00
423,706,379,2023-09-01 00:00:00
424,820,437,2023-11-30 00:00:00
425,88,840,2023-01-01 00:00:00
426,603,413,2023-09-05 00:00:00
427,563,344,2023-11-21 00:00:00
428,409,982,2023-04-17 00:00:00
429,115,795,2023-07-19 00:00:00
430,103,568,2023-08-19 00:00:00
431,425,119,2023-11-17 00:00:00
432,20,711,2023-09-03 00:00:00
433,428,389,2023-11-16 00:00:00
434,85,79,2023-12-04 00:00:00
435,881,1164,2023-09-30 00:00:00
436,898,35,2023-07-15 00:00:00
437,142,1081,2023-01-01 00:00:00
438,908,1099,2023-11-24 00:00:00
439,758,70,2023-12-20 00:00:00
440,951,685,2023-12-24 00:00:00
441,215,638,2023-05-20 00:00:00
442,311,586,2023-09-23 00:00:00
443,92,325,2023-08-30 00:00:00
444,669,773,2023-01-01 00:00:00
445,285,129,2023-10-09 00:00:00
446,510,836,2023-09-04 00:00:00
447,71,778,2023-07-10 00:00:00
448,277,1034,2023-12-15 00:00:00
449,456,648,2023-11-09 00:00:00
450,204,1018,2023-06-17 00:00:00
451,891,825,2023-09-19 00:00:00
452,586,224,2023-01-01 00:00:00
453,75,443,2023-05-27 00:00:00
454,779,839,2023-12-10 00:00:00
455,165,968,2023-10-03 00:00:00
456,638,49,2023-11-16 00:00:00
457,399,60,2023-03-04 00:00:00
458,107,925,2023-09-18 00:00:00
459,749,906,2023-12-18 00:00:00
460,756,392,2023-02-02 00:00:00
461,886,999,2023-08-28 00:00:00
462,518,725,2023-03-22 00:00:00
463,223,521,2023-11-12 00:00:00
464,500,1150,2023-04-25 00:00:00
465,574,480,2023-01-08 00:00:00
466,264,651,2023-01-01 00:00:00
467,392,156,2023-11-23 00:00:00
468,79,320,2023-11-20 00:00:00
469,195,58,2023-08-10 00:00:00
470,134,424,2023-11-03 00:00:00
471,370,1084,2023-08-21 00:00:00
472,430,1094,2023-10-04 00:00:00
473,913,1143,2023-05-02 00:00:00
474,764,131,2023-07-03 00:00:00
475,571,1139,2023-11-21 00:00:00
476,152,1113,2023-12-20 00:00:00
477,764,923,2023-09-05 00:00:00
478,189,1131,2023-07-18 00:00:00
479,140,115,2023-01-01 00:00:00
480,884,127,2023-01-01 00:00:00
481,34,1057,2023-09-30 00:00:00
482,356,381,2023-01-10 00:00:00
483,102,1188,2023-03-21 00:00:00
484,678,791,2023-10-25 00:00:00
485,627,1065,2023-12-07 00:00:00
486,382,45,2023-10-22 00:00:00
487,26,1018,2023-09-14 00:00:00
488,130,1121,2023-06-13 00:00:00
489,858,234,2023-01-01 00:00:00
490,316,242,2023-10-07 00:00:00
491,820,188,2023-11-14 00:00:00
492,844,1077,2023-11-19 00:00:00
493,693,306,2023-11-14 00:00:00
494,544,782,2023-10-12 00:00:00
495,772,670,2023-12-02 00:00:00
496,793,1088,2023-10-18 00:00:00
497,945,808,2023-12-26 00:00:00
498,303,78,2023-11-27 00:00:00
499,799,706,2023-11-02 00:00:00
500,615,587,2023-09-05 00:00:00
501,77,753,2023-01-31 00:00:00
502,609,215,2023-04-09 00:00:00
503,604,737,2023-09-21 00:00:00
504,406,383,2023-10-16 00:00:00
505,369,701,2023-11-04 00:00:00
506,768,134,2023-12-23 00:00:00
507,274,177,2023-11-23 00:00:00
508,892,599,2023-12-23 00:00:00
509,129,117,2023-09-16 00:00:00
510,400,110,2023-08-01 00:00:00
511,662,442,2023-09-14 00:00:00
512,218,453,2023-10-10 00:00:00
513,435,1057,2023-08-31 00:00:00
514,118,385,2023-11-14 00:00:00
515,82,85,2023-06-19 00:00:00
516,218,430,2023-07-02 00:00:00
517,217,307,2023-12-27 00:00:00
518,422,1084,2023-01-01 00:00:00
519,475,290,2023-12-09 00:00:00
520,642,109,2023-07-25 00:00:00
521,729,231,2023-12-06 00:00:00
522,953,717,2023-06-28 00:00:00
523,506,327,2023-08-21 00:00:00
524,565,620,2023-11-11 00:00:00
525,960,526,2023-12-26 00:00:00
526,220,1079,2023-12-28 00:00:00
527,332,348,2023-05-28 00:00:00
528,242,1076,2023-09-07 00:00:00
529,490,595,2023-11-24 00:00:00
530,91,250,2023-08-14 00:00:00
531,430,727,2023-12-20 00:00:00
532,674,854,2023-01-01 00:00:00
533,673,650,2023-07-29 00:00:00
534,816,763,2023-01-01 00:00:00
535,497,695,2023-10-07 00:00:00
536,567,330,2023-10-21 00:00:00
537,122,417,2023-12-22 00:00:00
538,656,175,2023-10-21 00:00:00
539,644,601,2023-08-22 00:00:00
540,240,315,2023-10-02 00:00:00
541,531,421,2023-07-02 00:00:00
542,246,995,2023-09-16 00:00:00
543,357,269,2023-12-27 00:00:00
544,180,1137,2023-10-17 00:00:00
545,402,314,2023-09-30 00:00:00
546,195,767,2023-07-30 00:00:00
547,782,741,2023-05-15 00:00:00
548,450,650,2023-10-24 00:00:00
549,285,333,2023-04-05 00:00:00
550,543,1081,2023-02-09 00:00:00
551,354,965,2023-09-26 00:00:00
552,869,833,2023-08-17 00:00:00
553,145,499,2023-11-28 00:00:00
554,946,431,2023-11-15 00:00:00
555,531,477,2023-09-11 00:00:00
556,492,639,2023-12-21 00:00:00
557,651,311,2023-09-28 00:00:00
558,43,743,2023-09-21 00:00:00
559,425,355,2023-11-27 00:00:00
560,716,948,2023-10-04 00:00:00
561,339,743,2023-11-30 00:00:00
562,679,822,2023-06-21 00:00:00
563,79,962,2023-11-01 00:00:00
564,64,511,2023-11-15 00:00:00
565,411,132,2023-02-20 00:00:00
566,898,520,2023-10-11 00:00:00
567,798,37,2023-09-03 00:00:00
568,312,927,2023-01-01 00:00:00
569,807,929,2023-12-15 00:00:00
570,302,250,2023-01-01 00:00:00
571,44,260,2023-10-31 00:00:00
572,445,646,2023-09-28 00:00:00
573,73,593,2023-10-09 00:00:00
574,475,948,2023-07-04 00:00:00
575,658,572,2023-10-25 00:00:00
576,875,1001,2023-12-19 00:00:00
577,735,568,2023-09-30 00:00:00
578,196,457,2023-12-27 00:00:00
579,195,1096,2023-07-20 00:00:00
580,183,1002,2023-09-13 00:00:00
581,625,786,2023-12-21 00:00:00
582,589,1039,2023-04-22 00:00:00
583,822,678,2023-04-29 00:00:00
584,467,526,2023-12-16 00:00:00
585,271,938,2023-11-14 00:00:00
586,503,911,2023-08-10 00:00:00
587,802,784,2023-09-19 00:00:00
588,220,1144,2023-11-20 00:00:00
589,145,1002,2023-11-23 00:00:00
590,676,974,2023-06-19 00:00:00
591,698,33,2023-07-23 00:00:00
592,716,429,2023-10-08 00:00:00
593,228,185,2023-11-25 00:00:00
594,955,134,2023-06-01 00:00:00
595,836,755,2023-10-02 00:00:00
596,643,276,2023-01-01 00:00:00
597,556,507,2023-06-09 00:00:00
598,837,468,2023-10-10 00:00:00
599,840,760,2023-03-25 00:00:00
600,548,476,2023-12-25 00:00:00
601,326,47,2023-10-21 00:00:00
602,815,870,2023-12-16 00:00:00
603,100,708,2023-01-28 00:00:00
604,169,522,2023-09-23 00:00:00
605,790,44,2023-02-03 00:00:00
606,499,240,2023-11-30 00:00:00
607,710,702,2023-11-19 00:00:00
608,437,1103,2023-08-19 00:00:00
609,751,950,2023-06-24 00:00:00
610,662,716,2023-08-21 00:00:00
611,642,906,2023-12-18 00:00:00
612,552,246,2023-11-04 00:00:00
613,310,571,2023-11-13 00:00:00
614,414,952,2023-10-01 00:00:00
615,370,608,2023-09-29 00:00:00
616,494,613,2023-05-19 00:00:00
617,326,102,2023-12-25 00:00:00
618,343,274,2023-11-12 00:00:00
619,628,21,2023-11-11 00:00:00
620,771,487,2023-11-08 00:00:00
621,30,174,2023-09-29 00:00:00
622,22,992,2023-11-14 00:00:00
623,354,69,2023-09-11 00:00:00
624,234,186,2023-08-25 00:00:00
625,721,331,2023-12-10 00:00:00
626,393,973,2023-10-06 00:00:00
627,863,884,2023-01-01 00:00:00
628,702,364,2023-01-20 00:00:00
629,89,358,2023-04-12 00:00:00
630,798,543,2023-12-07 00:00:00
631,113,1091,2023-11-06 00:00:00
632,185,286,2023-08-16 00:00:00
633,830,130,2023-09-28 00:00:00
634,650,1091,2023-12-19 00:00:00
635,779,1082,2023-12-30 00:00:00
636,416,1041,2023-08-14 00:00:00
637,948,852,2023-12-30 00:00:00
638,894,336,2023-07-01 00:00:00
639,166,560,2023-11-12 00:00:00
640,313,836,2023-12-22 00:00:00
641,44,905,2023-12-29 00:00:00
642,383,877,2023-11-13 00:00:00
643,921,249,2023-09-29 00:00:00
644,357,145,2023-06-19 00:00:00
645,566,132,2023-10-25 00:00:00
646,470,67,2023-07-27 00:00:00
647,466,983,2023-10-19 00:00:00
648,478,1143,2023-09-19 00:00:00
649,513,430,2023-07-09 00:00:00
650,183,66,2023-09-06 00:00:00
651,54,1131,2023-09-23 00:00:00
652,496,846,2023-11-25 00:00:00
653,355,1061,2023-12-17 00:00:00
654,94,127,2023-12-19 00:00:00
655,938,225,2023-05-12 00:00:00
656,546,1028,2023-09-22 00:00:00
657,533,775,2023-06-27 00:00:00
658,292,538,2023-08-07 00:00:00
659,444,1028,2023-08-31 00:00:00
660,298,1088,2023-11-29 00:00:00
661,4,623,2023-12-14 00:00:00
662,332,487,2023-09-22 00:00:00
663,958,1032,2023-06-19 00:00:00
664,321,22,2023-09-22 00:00:00
665,755,377,2023-07-08 00:00:00
666,241,601,2023-06-28 00:00:00
667,895,764,2023-09-22 00:00:00
668,140,495,2023-10-09 00:00:00
669,207,651,2023-12-19 00:00:00
670,104,1054,2023-02-07 00:00:00
671,176,935,2023-12-06 00:00:00
672,590,405,2023-06-18 00:00:00
673,966,927,2023-12-27 00:00:00
674,672,526,2023-11-12 00:00:00
675,393,579,2023-10-13 00:00:00
676,584,472,2023-10-05 00:00:00
677,421,811,2023-06-23 00:00:00
678,914,691,2023-12-29 00:00:00
679,467,348,2023-10-05 00:00:00
680,739,196,2023-09-09 00:00:00
681,691,449,2023-11-24 00:00:00
682,430,345,2023-12-18 00:00:00
683,309,705,2023-12-25 00:00:00
684,629,516,2023-02-11 00:00:00
685,264,969,2023-12-25 00:00:00
686,248,639,2023-08-07 00:00:00
687,167,274,2023-04-12 00:00:00
688,8,934,2023-09-14 00:00:00
689,160,755,2023-11-10 00:00:00
690,227,6,2023-10-14 00:00:00
691,416,579,2023-11-26 00:00:00
692,218,150,2023-09-10 00:00:00
693,670,1087,2023-10-23 00:00:00
694,486,410,2023-09-10 00:00:00
695,438,626,2023-01-10 00:00:00
696,278,36,2023-10-04 00:00:00
697,48,5,2023-11-06 00:00:00
698,546,539,2023-11-26 00:00:00
699,332,68,2023-12-13 00:00:00
700,462,1148,2023-10-05 00:00:00
701,879,93,2023-11-03 00:00:00
702,261,795,2023-09-22 00:00:00
703,553,887,2023-11-02 00:00:00
704,376,968,2023-05-29 00:00:00
705,416,1035,2023-10-06 00:00:00
706,36,98,2023-01-01 00:00:00
707,565,1146,2023-10-31 00:00:00
708,318,96,2023-10-07 00:00:00
709,479,349,2023-08-12 00:00:00
710,928,1149,2023-04-23 00:00:00
711,293,362,2023-04-04 00:00:00
712,730,254,2023-10-15 00:00:00
713,940,574,2023-09-03 00:00:00
714,316,874,2023-09-08 00:00:00
715,102,573,2023-09-22 00:00:00
716,798,1020,2023-08-25 00:00:00
717,266,20,2023-12-23 00:00:00
718,401,770,2023-06-10 00:00:00
719,895,139,2023-12-21 00:00:00
720,272,44,2023-11-23 00:00:00
721,227,605,2023-10-22 00:00:00
722,784,150,2023-04-18 00:00:00
723,854,1137,2023-10-27 00:00:00
724,301,372,2023-05-30 00:00:00
725,427,879,2023-08-07 00:00:00
726,942,921,2023-01-01 00:00:00
727,395,736,2023-12-26 00:00:00
728,177,351,2023-01-03 00:00:00
