order_item_id,order_id,product_id,quantity,price
125,19,42,3,475.66
126,19,459,4,191.95
127,19,479,4,100.87
128,19,293,5,236.33
129,19,216,1,99.79
130,19,145,3,26.96
131,20,883,2,329.92
132,20,404,4,106.27
133,20,1078,2,123.08
134,20,13,4,232.52
135,20,6,5,93.08
136,20,607,2,325.42
137,20,969,3,128.46
138,20,957,5,347.23
139,20,738,4,438.74
140,20,648,2,79.71
141,21,652,5,305.46
142,21,668,2,386.11
143,22,217,1,249.06
144,22,603,5,389.36
145,22,855,5,27.85
146,22,773,4,186.4
147,22,105,4,23.85
148,22,1013,5,164.44
149,22,872,4,46.41
150,22,179,5,62.8
151,23,64,4,16.1
152,23,613,3,410.95
153,24,984,5,392.13
154,24,948,1,57.45
155,24,883,1,329.92
156,24,192,2,266.12
157,24,633,4,115.25
158,24,332,3,101.76
159,24,1061,2,71.95
160,24,448,5,371.39
161,25,1071,1,207.39
162,26,124,2,282.82
163,26,468,3,486.78
164,26,916,3,453.5
165,26,785,5,57.23
166,26,240,1,200.35
167,26,152,3,270.86
168,26,34,1,165.64
169,26,93,1,334.57
170,26,329,1,322.27
171,27,252,4,339.25
172,28,560,2,62.04
173,28,322,3,227.15
174,28,188,1,464.63
175,28,1110,2,281.94
176,29,879,1,368.76
177,29,101,5,255.53
178,29,758,4,39.2
179,30,718,4,313.18
180,30,818,4,374.49
181,30,20,3,103.31
182,30,1167,3,155.02
183,30,611,3,426.78
184,30,59,4,94.05
185,31,926,2,323.18
186,31,1137,2,344.09
187,31,95,2,83.38
188,31,989,5,208.08
189,32,397,3,166.15
190,32,538,4,173.38
191,32,1104,2,76.31
192,32,349,2,378.55
193,32,936,5,46.45
194,33,825,5,282.62
195,33,235,4,230.52
196,33,854,2,344.81
197,33,1018,3,303.32
198,33,491,1,303.05
199,33,760,3,264.07
200,33,448,1,371.39
201,33,301,2,85.11
202,33,693,4,485.09
203,33,644,1,265.43
204,34,271,5,103.81
205,34,388,4,220.21
206,34,427,2,332.58
207,34,1136,1,319.55
208,34,1069,4,292.06
209,34,711,5,406.31
210,34,988,3,298.4
211,34,1079,1,366.21
212,35,159,3,13.83
213,35,639,1,232.9
214,35,722,5,379.25
215,35,393,3,36.65
216,35,925,1,318.42
217,35,531,1,203.26
218,35,480,4,459.42
219,35,387,2,325.47
220,36,276,3,53.87
221,36,938,2,153.06
222,36,141,3,216.79
223,36,1155,1,110.01
224,36,998,1,198.3
225,36,679,2,477.12
226,36,5,2,391.45
227,36,671,2,141.18
228,36,1081,1,199.15
229,36,507,3,387.67
230,37,1076,5,283.07
231,37,513,4,471.02
232,37,204,3,214.73
233,37,520,5,475.48
234,38,636,1,275.68
235,38,978,5,32.67
236,38,241,1,230.11
237,38,1087,1,380.98
238,38,955,3,458.94
239,38,1093,5,30.52
240,38,298,4,26.93
241,38,1114,4,110.82
242,38,332,3,101.76
243,38,602,2,246.25
244,39,1003,4,108.81
245,39,642,2,362.35
246,39,179,3,62.8
247,39,755,2,360.94
248,39,1194,5,24.97
249,39,476,2,67.45
250,39,550,5,91.45
251,39,98,5,450.56
252,39,452,4,265.29
253,40,802,1,245.32
254,40,432,2,457.82
255,41,139,1,268.02
256,41,788,2,48.83
257,41,61,3,373.5
258,41,182,1,286.18
259,41,198,5,232.99
260,41,647,2,112.16
261,41,124,1,282.82
262,42,992,4,423.78
263,42,610,5,88.02
264,42,313,1,33.69
265,43,353,2,195.78
266,43,810,4,294.67
267,43,704,4,350.7
268,43,387,3,325.47
269,43,729,3,332.46
270,43,1192,1,72.92
271,43,415,1,356.78
272,44,420,2,237.7
273,44,85,4,174.26
274,44,375,2,55.03
275,44,77,4,141.82
276,44,1131,4,404.45
277,44,444,4,317.37
278,44,811,4,378.94
279,44,48,4,232.5
280,44,328,1,101.75
281,44,345,3,180.29
282,45,596,3,236.55
283,45,767,3,371.72
284,45,1084,3,475.11
285,45,34,5,165.64
286,45,135,4,173.85
287,45,389,5,299.04
288,45,1142,2,357.62
289,45,760,2,264.07
290,45,641,4,305.73
291,46,571,5,258.09
292,46,141,4,216.79
293,46,221,5,112.03
294,46,760,3,264.07
295,46,1056,2,343.8
296,46,352,2,221.32
297,46,770,4,441.71
298,46,452,1,294.77
299,46,921,1,346.57
300,46,315,1,345.45
301,47,299,5,428.01
302,47,944,1,333.21
303,47,733,3,437.95
304,47,60,4,292.72
305,47,1153,5,394.78
306,47,158,2,236.5
307,47,1124,1,230.16
308,47,1100,1,44.04
309,47,530,3,401.13
310,48,590,3,174.36
311,48,737,3,188.21
312,48,397,5,184.61
313,48,406,1,24.27
314,48,96,4,268.75
315,48,472,5,32.74
316,48,630,1,78.96
317,49,24,3,283.86
318,50,253,4,154.76
319,50,93,5,301.11
320,50,1128,2,379.75
321,50,655,2,15.4
322,50,829,1,179.69
323,50,564,1,93.02
324,50,311,5,449.53
325,50,760,4,264.07
326,50,474,3,107.24
327,51,543,2,398.93
328,51,871,3,178.11
329,51,461,5,98.86
330,51,782,2,330.83
331,51,165,3,41.35
332,52,1177,2,193.3
333,52,446,4,232.05
334,53,157,5,286.88
335,53,487,3,428.09
336,53,425,1,347.86
337,53,801,3,47.81
338,53,942,3,180.01
339,53,603,4,432.62
340,53,911,3,317.87
341,53,141,5,195.11
342,53,1069,5,292.06
343,54,127,1,66.9
344,54,103,3,31.92
345,54,1169,5,61.44
346,55,60,3,263.45
347,55,898,2,92.54
348,55,1179,3,208.81
349,55,48,2,232.5
350,56,48,1,209.25
351,56,119,1,441.01
352,56,13,3,232.52
353,56,649,4,207.46
354,56,86,5,29.76
355,56,74,2,132.03
356,56,842,1,11.5
357,57,277,4,480.25
358,57,985,1,368.43
359,57,406,1,21.84
360,57,851,3,32.14
361,57,277,5,480.25
362,57,630,5,87.73
363,58,1111,3,302.69
364,58,46,5,228.54
365,58,46,1,253.93
366,58,445,3,310.91
367,58,431,5,203.38
368,58,904,3,395.52
369,58,629,2,369.92
370,58,1184,2,429.67
371,58,505,2,441.06
372,59,637,5,325.51
373,59,604,1,220.48
374,60,1196,4,235.0
375,60,281,3,129.37
376,60,860,3,129.37
377,60,1163,4,419.26
378,60,1196,3,211.5
379,60,685,1,448.62
380,61,1175,5,282.46
381,62,880,1,448.05
382,62,966,3,414.89
383,62,1079,1,329.59
384,62,642,2,362.35
385,62,352,3,221.32
386,62,385,2,481.89
387,62,1163,3,419.26
388,63,558,5,187.55
389,63,785,2,57.23
390,63,944,2,333.21
391,63,598,4,180.31
392,63,994,3,7.89
393,64,584,3,456.89
394,64,566,3,280.01
395,64,939,5,132.2
396,64,11,5,410.89
397,65,1062,2,266.15
398,66,918,2,97.62
399,66,113,1,54.93
400,66,115,3,210.13
401,67,295,4,214.03
402,67,62,3,128.14
403,67,650,3,460.25
404,67,1118,4,389.76
405,68,986,1,309.75
406,68,671,4,127.06
407,68,1032,5,157.92
408,68,173,3,25.04
409,68,688,2,420.7
410,68,743,3,181.54
411,68,90,1,320.37
412,68,959,1,194.46
413,68,700,1,374.78
414,69,665,5,27.99
415,70,292,5,160.5
416,70,191,5,162.32
417,70,629,4,369.92
418,70,17,2,91.88
419,70,828,1,280.28
420,70,199,2,228.06
421,70,622,1,221.28
422,70,161,2,215.76
423,70,253,2,139.28
424,71,151,5,307.83
425,71,878,2,77.16
426,71,997,5,74.29
427,72,710,4,458.24
428,72,443,2,176.08
429,72,831,3,412.38
430,72,237,4,299.5
431,73,540,4,115.56
432,73,391,5,162.99
433,73,479,5,112.08
434,73,1114,3,110.82
435,73,320,5,173.36
436,73,989,5,208.08
437,74,1011,2,41.58
438,74,1114,1,99.74
439,74,246,2,322.37
440,74,745,1,419.68
441,74,214,4,20.37
442,74,628,4,361.81
443,74,1174,3,328.09
444,74,857,3,48.95
445,74,1145,1,191.45
446,74,209,1,6.46
447,75,40,5,376.16
448,75,270,5,94.48
449,76,640,3,290.72
450,76,249,5,49.17
451,76,640,2,290.72
452,77,637,2,361.68
453,78,1059,3,62.29
454,78,417,3,75.15
455,78,679,5,477.12
456,78,31,3,235.4
457,79,1093,5,30.52
458,79,361,5,130.25
459,79,333,1,176.35
460,79,123,1,169.65
461,79,552,1,445.05
462,80,887,4,30.77
463,80,57,3,174.31
464,81,388,4,220.21
465,81,669,4,349.84
466,81,342,2,129.63
467,82,20,5,103.31
468,82,1067,1,179.49
469,82,1186,3,358.53
470,82,924,3,436.46
471,83,881,1,285.48
472,83,346,3,274.24
473,83,899,4,322.43
474,83,356,2,456.49
475,83,976,2,211.82
476,83,454,1,233.64
477,83,669,1,349.84
478,83,1186,1,358.53
479,83,648,2,79.71
480,84,1031,2,403.27
481,84,309,5,124.42
482,84,1034,4,183.19
483,85,239,1,275.1
484,85,774,1,381.35
485,85,956,5,10.12
486,85,87,5,97.63
487,85,423,3,373.45
488,85,728,4,370.59
489,85,664,4,228.86
490,85,1044,3,370.01
491,86,344,1,270.02
492,86,196,4,357.02
493,86,780,2,205.8
494,86,98,1,450.56
495,86,473,2,395.76
496,86,122,3,294.68
497,86,417,3,75.15
498,86,175,3,103.94
499,87,551,5,230.81
500,87,477,4,309.93
501,87,574,4,200.94
502,87,730,3,390.07
503,88,210,2,180.89
504,89,996,3,157.75
505,89,27,3,244.99
506,89,972,5,102.65
507,90,942,4,200.01
508,90,48,1,232.5
509,91,722,5,341.32
510,91,511,4,402.61
511,91,1022,1,422.62
512,91,1040,1,87.4
513,91,27,5,244.99
514,92,17,3,91.88
515,92,761,4,282.41
516,92,413,4,216.6
517,92,928,5,346.19
518,93,754,2,418.33
519,94,1018,5,272.99
520,94,543,5,398.93
521,94,749,2,236.85
522,95,23,1,247.3
523,95,287,3,415.45
524,95,405,1,357.67
525,95,702,5,275.04
526,95,988,3,331.56
527,95,426,2,414.92
528,95,595,5,462.85
529,95,361,3,117.23
530,95,293,2,212.7
531,96,437,4,20.99
532,96,632,2,393.2
533,96,947,1,16.17
534,96,292,2,160.5
535,96,799,3,476.11
536,96,466,3,392.13
537,97,1130,1,496.7
538,97,916,2,453.5
539,97,860,2,116.43
540,97,617,4,363.38
541,98,276,3,59.85
542,98,490,3,84.79
543,99,239,1,275.1
544,99,1146,1,271.69
545,99,682,5,296.83
546,99,338,1,155.12
547,99,364,5,127.53
548,99,332,3,101.76
549,99,81,2,192.3
550,99,394,5,450.23
551,99,268,5,273.96
552,100,807,4,336.24
553,100,1158,3,332.37
554,100,435,3,335.27
555,100,252,1,376.95
556,100,136,2,93.5
557,100,896,2,107.79
558,101,156,2,324.85
559,101,1051,5,189.8
560,102,287,3,415.45
561,102,651,3,53.89
562,102,483,1,374.35
563,103,702,4,275.04
564,103,193,4,122.43
565,103,779,5,318.16
566,103,535,1,21.25
567,103,649,3,207.46
568,103,1074,1,393.38
569,103,284,5,167.74
570,103,420,1,237.7
571,103,233,1,59.23
572,104,547,1,331.9
573,104,681,1,491.71
574,104,1088,2,476.36
575,104,963,4,405.41
576,104,715,2,216.7
577,104,429,1,315.36
578,105,8,2,477.81
579,105,748,1,96.17
580,105,1112,1,312.35
581,106,651,2,48.5
582,106,999,2,238.87
583,106,280,3,118.29
584,106,1092,4,270.77
585,107,743,2,181.54
586,107,528,4,242.5
587,107,1001,3,61.16
588,107,939,1,132.2
589,107,444,1,317.37
590,107,73,2,258.85
591,107,410,2,126.32
592,108,515,4,7.95
593,108,212,2,357.26
594,108,560,4,62.04
595,108,15,2,168.98
596,108,1015,3,394.95
597,108,94,5,494.61
598,108,811,3,378.94
599,108,258,2,379.9
600,109,870,1,55.7
601,109,163,1,402.1
602,109,190,4,324.64
603,109,565,2,195.96
604,109,1130,3,496.7
605,109,910,2,373.5
606,110,205,2,414.67
607,110,295,5,214.03
608,110,45,5,57.84
609,110,1109,5,243.69
610,110,202,4,156.89
611,111,192,2,239.51
612,111,778,3,428.19
613,111,699,2,86.46
614,111,820,3,293.38
615,111,299,2,475.57
616,111,840,1,75.74
617,111,1013,5,164.44
618,111,789,3,281.56
619,111,924,4,436.46
620,112,18,2,342.16
621,112,105,1,23.85
622,113,914,4,112.91
623,114,579,3,59.08
624,114,988,3,331.56
625,114,460,5,482.48
626,114,830,4,178.21
627,115,291,5,153.54
628,115,634,1,69.94
629,115,292,4,144.45
630,115,941,4,191.92
631,115,721,3,79.81
632,115,868,3,7.09
633,115,85,3,174.26
634,115,426,3,414.92
635,115,165,3,37.22
636,115,687,3,70.67
637,116,399,2,210.46
638,116,1171,1,192.28
639,116,61,3,336.15
640,116,390,5,73.78
641,116,491,1,303.05
642,116,1095,5,260.12
643,117,970,3,313.93
644,117,178,3,235.91
645,117,1023,4,286.81
646,118,158,2,236.5
647,118,102,1,443.93
648,118,492,3,72.4
649,118,524,2,138.85
650,118,1141,4,260.18
651,118,1134,5,341.33
652,118,398,4,223.47
653,118,1021,2,208.63
654,118,193,1,122.43
655,118,37,2,240.78
656,119,48,1,232.5
657,120,427,1,332.58
658,120,348,4,337.61
659,120,107,5,258.48
660,121,139,2,268.02
661,122,753,5,362.65
662,122,998,4,198.3
663,122,1026,5,199.97
664,122,713,1,464.97
665,122,841,2,326.11
666,122,1111,1,272.42
667,122,1120,5,168.17
668,123,935,3,25.35
669,123,1191,3,37.25
670,123,140,2,360.38
671,123,432,5,412.04
672,124,705,4,314.91
673,124,1039,3,187.86
674,124,576,5,409.61
675,124,728,3,370.59
676,124,101,3,255.53
677,124,1027,1,436.55
678,124,1128,3,379.75
679,124,1162,2,54.09
680,124,941,5,191.92
681,125,97,4,68.59
682,125,1190,3,215.41
683,125,347,2,449.82
684,125,978,2,32.67
685,125,1154,1,203.79
686,125,781,2,128.31
687,125,1107,3,489.38
688,126,798,4,103.76
689,126,649,2,207.46
690,126,1063,1,51.64
691,126,331,3,357.92
692,126,399,1,189.41
693,126,909,1,275.88
694,126,728,3,370.59
695,126,720,4,71.56
696,127,159,2,13.83
697,127,721,3,71.83
698,128,97,1,68.59
699,128,481,5,307.75
700,128,884,1,41.1
701,128,970,1,313.93
702,128,1078,2,123.08
703,128,710,2,412.42
704,128,464,4,13.97
705,129,746,3,255.92
706,129,860,1,116.43
707,129,154,3,429.99
708,129,249,5,49.17
709,129,645,5,152.37
710,129,919,5,238.36
711,130,151,1,307.83
712,130,312,4,25.67
713,130,193,1,122.43
714,130,200,5,59.89
715,130,756,4,413.82
716,130,1084,4,475.11
717,130,144,1,342.3
718,131,32,5,185.31
719,131,1068,3,116.13
720,131,418,4,468.4
721,131,967,2,90.41
722,131,1134,3,379.26
723,131,800,3,131.66
724,132,560,3,62.04
725,132,196,4,396.69
726,133,521,2,125.17
727,134,333,4,176.35
728,134,52,2,56.75
729,134,282,2,24.07
730,134,1047,3,384.29
731,134,636,3,275.68
732,134,425,4,347.86
733,135,487,2,428.09
734,135,165,4,41.35
735,135,673,4,228.3
736,135,1001,4,61.16
737,135,474,3,96.52
738,136,749,3,213.16
739,136,299,4,475.57
740,136,381,2,240.81
741,136,722,1,379.25
742,136,96,4,298.61
743,136,472,4,32.74
744,136,189,2,151.97
745,137,246,1,358.19
746,137,449,1,351.06
747,137,22,1,409.28
748,137,170,5,156.52
749,138,120,3,125.46
750,138,865,5,182.65
751,138,635,1,132.91
752,138,536,2,222.97
753,139,294,5,418.67
754,139,895,4,267.22
755,139,764,1,186.27
756,139,781,2,128.31
757,139,795,2,125.91
758,139,611,3,426.78
759,140,729,2,332.46
760,140,1038,2,292.3
761,140,756,3,413.82
762,140,50,1,320.77
763,140,1074,3,393.38
764,140,409,4,360.64
765,140,425,1,347.86
766,140,906,4,240.81
767,140,235,1,230.52
768,141,994,4,7.1
769,141,1055,5,130.9
770,141,665,3,25.19
771,141,892,5,142.35
772,141,973,1,293.17
773,141,995,3,350.6
774,142,1093,1,30.52
775,142,593,4,235.84
776,142,436,5,131.62
777,142,1128,3,379.75
778,142,653,3,365.75
779,142,448,1,371.39
780,142,1043,1,391.7
781,142,780,5,228.67
782,142,258,1,379.9
783,142,49,5,472.92
784,143,875,2,399.36
785,143,735,1,418.33
786,144,406,2,24.27
787,145,105,5,23.85
788,145,1046,5,333.98
789,145,986,1,344.17
790,145,691,4,257.4
791,145,543,4,359.04
792,145,466,5,392.13
793,145,722,1,379.25
794,145,330,2,193.14
795,145,235,4,230.52
796,145,957,2,312.51
797,146,579,2,59.08
798,146,254,3,230.8
799,146,1136,5,319.55
800,147,933,2,448.24
801,147,1140,1,347.71
802,147,904,1,395.52
803,147,718,5,313.18
804,147,1102,3,73.66
805,147,386,5,361.03
806,147,777,4,10.48
807,147,116,5,411.79
808,147,1004,4,239.92
809,148,856,3,485.91
810,148,743,2,181.54
811,148,531,1,203.26
812,149,879,5,368.76
813,150,344,5,270.02
814,150,685,4,498.47
815,151,691,5,257.4
816,152,60,3,292.72
817,152,1114,5,99.74
818,152,130,2,81.19
819,152,895,5,267.22
820,152,114,2,320.44
821,152,453,1,116.66
822,152,627,2,49.38
823,152,1039,4,208.73
824,152,614,3,14.16
825,152,619,3,442.66
826,153,619,5,491.84
827,153,763,5,131.63
828,153,963,3,405.41
829,154,378,3,243.4
830,154,595,3,462.85
831,154,510,5,321.08
832,154,1143,1,149.86
833,154,343,2,228.78
834,154,1161,4,20.42
835,154,504,4,249.06
836,154,1113,5,225.21
837,155,98,4,450.56
838,155,234,2,188.16
839,156,692,5,272.65
840,157,1027,3,436.55
841,157,471,4,121.14
842,157,387,1,292.92
843,157,7,3,9.59
844,158,1141,4,260.18
845,158,1127,5,192.96
846,158,395,2,327.55
847,158,1077,5,312.67
848,158,251,3,254.24
849,158,19,5,267.01
850,159,411,1,310.84
851,159,7,4,9.59
852,159,717,4,262.99
853,160,663,2,344.6
854,160,676,1,101.06
855,160,392,3,490.31
856,160,89,2,375.96
857,160,922,5,338.58
858,160,326,5,314.63
859,160,517,1,178.68
860,160,29,2,61.66
861,160,483,3,374.35
862,160,446,2,257.83
863,161,724,5,5.45
864,161,170,4,156.52
865,161,215,1,426.8
866,161,1164,2,190.87
867,161,1138,4,125.9
868,161,442,4,168.41
869,162,191,2,162.32
870,162,906,3,240.81
871,162,582,2,13.44
872,162,488,2,289.47
873,162,889,4,146.44
874,163,533,5,466.41
875,163,954,3,289.66
876,163,513,1,471.02
877,163,462,1,406.14
878,163,987,4,442.19
879,164,418,5,421.56
880,165,622,1,221.28
881,165,354,3,151.12
882,165,662,3,79.77
883,165,638,3,499.49
884,165,69,3,118.75
885,165,66,1,139.85
886,165,250,2,448.08
887,165,1029,3,399.53
888,166,838,4,19.68
889,166,885,2,278.59
890,167,965,2,25.47
891,167,694,5,331.0
892,167,8,3,477.81
893,167,991,4,209.41
894,167,1141,1,260.18
895,167,813,3,339.49
896,167,836,1,49.43
897,167,57,3,174.31
898,168,952,1,163.7
899,168,295,2,237.81
900,168,1108,5,51.04
901,168,318,1,326.6
902,168,34,4,165.64
903,168,567,2,318.1
904,168,431,4,183.04
905,168,345,4,180.29
906,169,166,3,277.26
907,169,21,5,337.94
908,169,74,3,146.7
909,170,309,4,138.25
910,170,271,5,103.81
911,170,206,5,168.2
912,170,829,2,179.69
913,170,845,2,498.54
914,170,847,4,333.2
915,170,23,3,247.3
916,170,290,5,340.87
917,171,928,2,311.57
918,171,913,2,205.59
919,171,977,2,423.71
920,171,167,3,326.26
921,171,1060,1,335.09
922,171,585,5,349.55
923,172,115,5,210.13
924,173,808,2,74.68
925,173,894,2,245.09
926,173,524,1,124.97
927,173,410,5,126.32
928,173,1174,1,328.09
929,173,498,2,80.93
930,173,1161,2,18.38
931,174,1151,2,393.96
932,174,672,3,465.83
933,174,893,2,58.0
934,174,872,1,41.77
935,174,941,5,191.92
936,174,1063,2,51.64
937,174,693,3,485.09
938,175,239,2,275.1
939,175,147,3,365.33
940,175,382,4,479.37
941,175,636,4,275.68
942,175,186,1,398.01
943,175,1104,5,76.31
944,175,190,1,324.64
945,175,214,5,20.37
946,175,1161,3,20.42
947,176,498,1,80.93
948,176,725,5,393.04
949,176,91,3,304.18
950,176,1169,3,61.44
951,176,505,2,396.95
952,176,503,2,112.61
953,176,393,5,36.65
954,176,770,4,441.71
955,177,182,5,317.98
956,177,1083,5,76.12
957,177,1065,1,296.39
958,177,1078,3,123.08
959,177,835,4,333.32
960,177,323,4,170.23
961,177,951,3,296.56
962,178,948,4,57.45
963,178,1191,2,41.39
964,178,1126,2,104.59
965,178,454,1,233.64
966,178,932,4,91.45
967,179,967,5,100.45
968,179,815,2,298.62
969,179,611,5,384.1
970,179,1095,3,260.12
971,179,1189,1,30.18
972,179,520,4,475.48
973,179,598,3,180.31
974,180,1089,4,277.11
975,180,345,2,180.29
976,180,487,5,475.66
977,180,164,2,9.45
978,180,912,3,446.81
979,181,1097,5,44.07
980,181,1056,1,309.42
981,181,478,3,214.12
982,181,899,2,322.43
983,181,1168,4,205.41
984,181,1070,2,124.25
985,182,624,3,97.25
986,182,656,1,456.22
987,182,1068,1,116.13
988,182,329,3,322.27
989,182,499,5,187.11
990,182,109,3,103.5
991,182,66,5,125.86
992,183,533,1,466.41
993,183,576,5,455.12
994,183,188,5,418.17
995,183,868,2,7.88
996,183,811,1,421.05
997,183,1154,4,183.41
998,183,398,1,223.47
999,183,854,5,344.81
1000,183,954,4,289.66
1001,184,1070,5,138.05
1002,184,815,1,268.76
1003,184,148,4,109.55
1004,184,1072,5,45.6
1005,185,620,4,227.42
1006,185,854,2,310.33
1007,186,683,1,492.33
1008,186,1090,2,274.89
1009,186,1159,1,289.25
1010,186,608,2,402.13
1011,186,561,2,333.48
1012,187,999,1,238.87
1013,187,471,3,121.14
1014,187,1103,1,211.38
1015,187,1062,3,266.15
1016,188,1159,5,321.39
1017,188,325,1,222.7
1018,188,665,1,27.99
1019,188,262,2,225.31
1020,189,362,5,386.44
1021,189,147,1,365.33
1022,189,317,4,415.17
1023,189,900,1,31.06
1024,189,119,5,441.01
1025,189,502,3,421.78
1026,189,276,2,53.87
1027,189,1142,1,357.62
1028,189,557,5,143.68
1029,190,27,2,220.49
1030,190,151,5,307.83
1031,190,347,4,404.84
1032,190,1083,4,76.12
1033,191,230,5,457.0
1034,191,878,4,77.16
1035,191,1090,3,274.89
1036,191,2,2,444.12
1037,191,1069,2,292.06
1038,191,1044,3,370.01
1039,192,1116,1,389.93
1040,192,381,3,240.81
1041,192,1006,4,142.86
1042,192,750,5,433.1
1043,192,48,1,232.5
1044,192,798,2,115.29
1045,193,735,5,418.33
1046,194,617,5,363.38
1047,194,532,3,82.16
1048,194,266,1,13.97
1049,194,686,2,349.24
1050,194,416,4,156.02
1051,194,555,5,178.52
1052,194,606,5,197.9
1053,194,914,3,112.91
1054,194,655,4,15.4
1055,194,187,1,497.73
1056,195,576,3,455.12
1057,195,549,3,478.48
1058,195,83,2,334.38
1059,195,217,1,249.06
1060,195,283,2,41.34
1061,195,719,1,347.14
1062,195,665,3,27.99
1063,196,1089,1,277.11
1064,196,924,4,392.81
1065,196,926,3,323.18
1066,196,89,5,417.73
1067,196,1099,1,413.08
1068,196,665,4,27.99
1069,197,849,2,251.52
1070,197,213,2,91.3
1071,197,1055,3,130.9
1072,197,862,1,371.3
1073,197,224,4,141.03
1074,197,135,5,173.85
1075,197,91,4,273.76
1076,197,675,4,345.2
1077,198,657,4,29.09
1078,198,204,2,214.73
1079,198,1031,5,403.27
1080,198,318,1,293.94
1081,198,242,3,200.39
1082,198,628,2,325.63
1083,199,317,4,461.3
1084,199,1118,2,433.07
1085,199,958,5,468.07
1086,199,272,5,22.95
1087,199,367,2,236.38
1088,199,715,4,216.7
1089,200,477,5,278.94
1090,200,372,2,488.87
1091,200,58,4,409.91
1092,200,900,2,27.95
1093,200,326,1,314.63
1094,200,856,3,485.91
1095,200,1167,4,155.02
1096,200,74,1,146.7
1097,200,322,3,227.15
1098,201,696,5,97.11
1099,201,590,4,174.36
1100,201,1134,4,379.26
1101,201,274,1,225.34
1102,202,253,2,154.76
1103,202,890,3,434.29
1104,202,479,3,112.08
1105,202,397,1,184.61
1106,202,1024,5,492.32
1107,203,1186,1,358.53
1108,203,891,4,94.92
1109,203,361,2,130.25
1110,203,978,3,32.67
1111,203,31,3,235.4
1112,203,445,2,310.91
1113,204,246,1,358.19
1114,204,454,1,210.28
1115,204,207,1,258.56
1116,204,103,2,31.92
1117,204,716,5,184.57
1118,204,535,2,21.25
1119,204,960,1,69.56
1120,204,326,1,314.63
1121,204,412,4,400.51
1122,204,1035,5,14.11
1123,205,1118,2,433.07
1124,206,365,2,439.64
1125,206,217,5,249.06
1126,206,678,3,434.08
1127,206,963,1,364.87
1128,206,608,5,361.92
1129,207,853,4,144.27
1130,207,841,2,326.11
1131,207,1087,1,342.88
1132,207,234,5,188.16
1133,207,610,5,97.8
1134,207,323,2,170.23
1135,207,357,4,478.12
1136,207,758,1,35.28
