cart_item_id,cart_id,product_id,quantity
216,46,234,1
217,46,878,1
218,46,702,3
219,46,20,1
220,46,963,3
221,46,814,1
222,46,336,2
223,47,212,1
224,47,490,2
225,47,926,2
226,47,637,1
227,47,830,2
228,48,1362,3
229,48,924,2
230,48,597,2
231,48,1346,3
232,48,110,2
233,48,515,2
234,48,1285,3
235,48,1069,1
236,49,501,2
237,49,747,3
238,49,720,1
239,50,954,1
240,50,60,2
241,51,621,2
242,51,1054,3
243,51,575,1
244,51,1060,1
245,52,1388,3
246,52,971,2
247,52,610,2
248,53,88,3
249,53,849,1
250,53,142,1
251,53,669,2
252,53,411,3
253,53,1212,3
254,53,1105,3
255,53,486,3
256,54,1234,3
257,54,215,2
258,54,900,2
259,54,15,1
260,54,267,1
261,55,1006,1
262,55,1382,3
263,56,906,3
264,56,1234,2
265,56,867,1
266,57,900,1
267,57,370,1
268,57,722,3
269,57,723,3
270,58,839,1
271,58,1243,1
272,58,1104,1
273,58,1208,2
274,58,65,2
275,58,613,2
276,58,1021,3
277,58,381,1
278,59,1391,1
279,59,419,1
280,59,1038,2
281,60,937,1
282,60,523,1
283,60,89,3
284,60,434,2
285,60,344,3
286,60,134,2
287,60,523,3
288,61,220,1
289,62,1298,1
290,62,1373,3
291,62,49,3
292,63,518,2
293,63,280,2
294,64,42,3
295,64,67,2
296,64,609,3
297,64,847,3
298,64,302,2
299,65,1116,3
300,65,265,3
301,65,466,2
302,65,1384,1
303,65,1121,3
304,66,180,2
305,66,1093,1
306,66,1311,3
307,66,1321,3
308,66,241,2
309,67,67,3
310,67,898,1
311,68,1273,1
312,68,1209,2
313,68,1062,3
314,68,489,2
315,69,643,3
316,69,1195,3
317,69,493,1
318,69,847,3
319,69,656,1
320,69,733,2
321,70,335,3
322,70,915,3
323,70,1173,1
324,70,168,3
325,70,1044,1
326,70,648,1
327,70,72,2
328,70,704,3
329,71,352,2
330,71,635,1
331,71,831,3
332,72,863,3
333,72,1284,1
334,72,1343,2
335,72,1273,3
336,72,138,3
337,72,1335,1
338,72,125,3
339,72,655,2
340,73,175,2
341,73,108,2
342,73,1361,3
343,73,585,1
344,73,760,2
345,73,769,3
346,74,315,2
347,74,274,3
348,75,1151,3
349,75,722,1
350,75,1080,1
351,75,816,3
352,75,488,3
353,76,481,2
354,77,1193,1
355,78,1391,1
356,78,1165,3
357,79,780,1
358,79,975,2
359,79,1049,2
360,79,1159,1
361,79,989,1
362,79,301,1
363,80,474,3
364,80,16,3
365,80,722,1
366,80,376,3
367,80,171,1
368,81,521,3
369,81,274,2
370,81,1022,1
371,81,1350,3
372,82,872,2
373,83,239,3
374,83,246,1
375,83,948,2
376,83,873,2
377,83,192,1
378,83,933,3
379,84,1317,1
380,84,724,1
381,85,1222,3
382,85,1008,1
383,85,225,3
384,85,934,3
385,85,821,1
386,85,73,1
387,85,1350,1
388,85,873,2
389,86,701,1
390,86,1033,2
391,86,846,1
392,86,662,2
393,86,1349,2
394,86,541,1
395,86,168,2
396,87,632,3
397,88,1113,3
398,88,396,2
399,88,487,2
400,88,1336,2
401,89,1359,2
402,89,1066,1
403,89,1063,3
404,89,384,3
405,90,906,1
406,90,265,3
407,90,1079,3
408,90,999,3
409,90,245,3
410,90,731,1
411,91,1017,2
412,91,1058,3
413,91,17,2
414,91,922,2
415,91,91,2
416,91,188,3
417,91,981,1
418,92,1276,2
419,93,907,1
420,93,212,1
421,93,982,1
422,93,38,2
423,93,497,1
424,94,441,2
425,94,1004,1
426,94,1160,3
427,94,1374,1
428,94,772,1
429,95,1369,2
430,95,1015,1
431,96,497,2
432,96,924,1
433,96,979,1
434,96,1276,2
435,96,737,1
436,96,79,3
437,96,551,2
438,97,15,1
439,97,1054,2
440,97,1310,1
441,98,880,2
442,98,975,2
443,98,96,3
444,98,909,1
445,98,455,3
446,98,543,2
447,99,29,1
448,99,330,3
449,99,769,1
450,100,281,2
451,100,947,1
452,100,1124,1
453,100,1054,1
454,100,1392,2
455,100,150,3
456,100,1389,3
457,101,1375,2
458,101,129,2
459,101,1316,2
460,102,717,1
461,102,388,2
462,102,1107,1
463,103,574,3
464,103,1032,1
465,104,231,2
466,104,1309,3
467,104,1313,2
468,104,198,3
469,104,376,3
470,104,1142,1
471,105,250,3
472,105,44,2
473,106,907,2
474,106,636,2
475,106,81,3
476,106,827,2
477,106,215,1
478,106,858,1
479,107,754,1
480,108,904,3
481,108,880,1
482,108,1229,1
483,108,814,1
484,108,46,1
485,108,654,1
486,108,613,3
487,108,270,2
488,109,859,2
489,109,144,2
490,109,875,2
491,110,567,3
492,110,487,1
493,110,232,2
494,110,217,2
495,110,228,1
496,110,1138,3
497,111,114,1
498,111,281,2
499,111,1171,3
500,111,816,3
501,111,502,1
502,111,593,2
503,111,1377,2
504,112,1340,3
505,112,744,2
506,112,1148,1
507,112,1282,1
508,112,169,1
509,112,516,1
510,112,133,2
511,113,1107,1
512,113,440,2
513,113,844,3
514,113,1043,3
515,113,730,3
516,113,881,2
517,114,515,2
518,114,359,2
519,114,959,3
520,114,352,1
521,114,767,2
522,114,607,2
523,114,686,2
524,114,741,2
525,115,365,2
526,115,28,3
527,115,904,3
528,115,626,1
529,115,1075,2
530,116,788,3
531,117,406,1
532,117,1197,2
533,117,1127,1
534,117,843,2
535,117,637,2
536,118,365,1
537,118,119,1
538,118,1338,1
539,118,1213,3
540,118,1239,1
541,119,1245,3
542,119,778,3
543,120,299,1
544,120,176,2
545,120,289,3
546,120,892,2
547,120,1155,1
548,120,1091,1
549,120,231,1
550,120,577,2
551,121,344,1
552,121,990,1
553,122,370,2
554,122,351,3
555,123,248,1
556,123,440,3
557,123,870,2
558,124,642,3
559,124,126,1
560,124,862,3
561,124,213,2
562,124,1050,3
563,125,131,2
564,125,1272,3
565,125,918,1
566,125,478,1
567,125,949,2
568,125,946,3
569,125,1048,1
570,125,218,3
571,126,1243,1
572,127,1268,3
573,127,468,1
574,127,681,3
575,127,1019,2
576,127,586,2
577,127,1135,3
578,127,771,3
579,128,1280,3
580,128,744,3
581,128,1153,3
582,128,1237,2
583,129,549,2
584,129,109,1
585,129,226,3
586,130,811,1
587,130,200,3
588,130,1287,3
589,131,509,3
590,131,1176,3
591,131,153,3
592,131,836,1
593,131,970,1
594,131,897,3
595,131,109,1
596,132,117,2
597,132,680,2
598,132,474,2
599,132,479,2
600,133,21,1
601,133,248,2
602,133,1389,3
603,134,546,3
604,134,781,3
605,134,218,1
606,134,1326,1
607,134,114,2
608,135,1150,3
609,135,147,1
610,135,155,2
611,135,138,2
612,135,752,2
613,135,1133,2
614,135,716,2
615,136,71,3
616,136,837,3
617,136,287,1
618,137,39,3
619,138,1006,3
620,139,737,2
621,139,1086,2
622,139,162,2
623,140,742,3
624,140,981,2
625,141,788,3
626,141,1016,2
627,141,929,1
628,142,196,1
629,143,395,3
630,143,324,1
631,144,257,3
632,144,1369,1
633,144,400,1
634,144,1285,2
635,144,926,1
636,144,1309,2
637,144,1158,1
638,145,155,1
639,145,1215,2
640,145,567,1
641,145,702,2
642,145,344,3
643,145,439,1
644,145,202,1
645,146,188,1
646,146,489,3
647,147,715,3
648,147,1055,3
649,147,122,1
650,147,1080,1
651,148,1134,2
652,148,180,2
653,148,252,3
654,148,275,2
655,148,1375,1
656,148,1374,2
657,149,1192,1
658,149,1149,2
659,149,1343,3
660,149,290,2
661,149,220,1
662,149,1162,1
663,150,293,2
664,150,737,2
665,150,437,1
666,150,503,3
667,150,597,3
668,151,1334,1
669,151,154,1
670,151,167,2
671,151,929,2
672,151,645,1
673,151,852,2
674,151,1134,2
675,151,28,2
676,152,705,1
677,152,1100,3
678,152,557,3
679,152,1123,3
680,152,543,3
681,152,1181,3
682,153,67,2
683,153,1330,3
684,153,1119,1
685,153,230,3
686,153,98,1
687,153,62,1
688,154,501,2
689,155,808,2
690,156,1142,2
691,156,477,3
692,156,1124,3
693,156,270,1
694,156,1361,2
695,157,50,3
696,157,1234,1
697,157,163,2
698,157,929,1
699,158,407,2
700,158,729,2
701,158,784,2
702,158,72,3
703,158,742,2
704,158,948,3
705,159,902,3
706,159,1390,2
707,159,285,2
708,159,1174,1
709,159,744,2
710,160,609,1
711,161,1145,3
712,161,710,2
713,161,948,3
714,161,63,3
715,161,580,1
716,161,587,1
717,161,592,1
718,162,1116,3
719,163,90,2
720,163,1276,1
721,163,88,1
722,164,831,2
723,164,1060,3
724,164,86,3
725,164,1319,1
726,165,452,3
727,165,1364,1
728,165,1056,2
729,165,595,3
730,165,692,2
731,165,379,2
732,165,1169,3
733,165,812,2
734,166,1053,2
735,166,1318,1
736,166,868,3
737,167,1081,2
738,167,938,2
739,167,1256,3
740,168,849,2
741,169,657,3
742,170,1254,1
743,170,1234,3
744,170,537,1
745,170,496,1
746,170,314,2
747,170,1149,2
748,170,704,3
749,171,925,1
750,171,265,2
751,171,731,3
752,171,316,2
753,171,410,1
754,171,507,3
755,171,378,2
756,172,1242,3
757,172,1355,2
758,172,948,2
759,172,1303,2
760,173,587,2
761,173,116,2
762,173,1032,2
763,173,1098,3
764,173,527,3
765,173,495,3
766,173,886,1
767,174,838,2
768,175,1192,3
769,175,380,3
770,175,964,2
771,175,315,3
772,176,642,2
773,176,173,3
774,176,967,3
775,176,676,1
776,177,882,3
777,177,680,2
778,177,1312,1
779,177,747,2
780,177,4,2
781,177,537,3
782,178,1070,1
783,178,1113,3
784,178,1358,2
785,178,45,2
786,179,297,1
787,179,60,1
788,179,1227,1
789,179,30,2
790,179,1217,2
791,179,501,2
792,179,679,1
793,179,927,2
794,180,529,1
795,180,1123,1
796,180,922,3
797,180,1314,3
798,180,1307,1
799,181,744,1
800,182,398,3
801,182,111,1
802,182,1357,1
803,182,420,2
804,182,440,2
805,183,761,3
806,183,154,2
807,183,81,3
808,183,326,2
809,183,410,3
810,184,169,1
811,184,230,1
812,185,884,3
813,185,404,1
814,185,286,2
815,185,562,1
816,185,157,2
817,185,945,3
818,186,69,1
819,187,1007,2
820,187,1221,3
821,187,165,3
822,188,200,2
823,189,299,3
824,189,241,3
825,189,192,3
826,190,391,2
827,190,707,3
828,190,1280,2
829,190,1263,1
830,190,1146,1
831,190,145,3
832,190,1076,2
833,190,1331,3
834,191,1330,3
835,191,688,2
836,191,479,1
837,191,408,3
838,191,687,2
839,191,369,2
840,192,238,1
841,192,1244,3
842,193,1132,3
843,193,882,1
844,193,536,2
845,193,22,3
846,193,749,1
847,193,771,2
848,193,13,1
849,194,313,2
850,194,1148,3
851,194,726,1
852,194,148,1
853,195,1092,2
854,195,1070,3
855,195,667,1
856,196,1080,2
857,196,1007,2
858,196,942,1
859,196,377,1
860,197,1246,1
861,197,534,1
862,198,1271,3
863,199,258,3
864,199,718,2
865,199,462,1
866,199,197,2
867,199,924,2
868,200,1195,2
869,200,118,1
870,201,580,3
871,201,117,3
872,201,345,2
873,201,592,3
874,201,187,3
875,202,356,2
876,203,1137,3
877,204,234,2
878,204,609,2
879,204,1001,1
880,204,1264,1
881,204,634,1
882,204,110,2
883,205,463,1
884,206,627,1
885,206,98,3
886,206,700,1
887,206,458,1
888,206,781,1
889,206,1363,3
890,207,90,3
891,207,1211,1
892,207,747,3
893,208,429,3
894,208,61,1
895,208,1107,3
896,209,835,3
897,209,1345,1
898,209,33,2
899,209,13,2
900,209,640,1
901,209,289,2
902,209,1302,1
903,209,557,1
904,210,453,2
905,210,380,3
906,210,522,3
907,210,182,2
908,210,1004,1
909,210,900,1
910,211,296,1
911,212,1390,2
912,212,1198,1
913,212,2,2
914,213,1248,1
915,213,980,2
916,213,1290,1
917,213,974,3
918,214,481,1
919,214,421,1
920,214,271,1
921,214,215,1
922,215,160,2
923,215,1227,3
924,215,412,3
925,215,84,2
926,216,38,3
927,216,1275,2
928,216,356,1
929,216,474,2
930,216,272,2
931,217,94,2
932,217,251,3
933,217,186,3
934,217,12,2
935,217,231,2
936,217,1221,3
937,217,1202,1
938,217,629,3
939,218,1302,1
940,218,1162,2
941,218,773,3
942,218,66,3
943,219,680,3
944,219,94,3
945,219,862,3
946,219,929,1
947,219,282,3
948,219,1390,1
949,219,745,2
950,220,3,2
951,220,14,2
952,220,1043,2
953,220,705,1
954,220,644,3
955,221,70,2
956,221,84,3
957,221,431,1
958,221,1214,3
959,221,490,3
960,222,1230,3
961,222,917,1
962,222,253,1
963,222,717,3
964,222,1309,2
965,222,656,2
966,222,277,2
967,223,1172,2
968,223,1278,1
969,224,898,2
970,224,1041,1
971,224,733,3
972,224,188,3
973,225,481,2
974,225,768,2
975,225,24,3
976,226,679,3
977,226,985,3
978,226,1059,2
979,226,912,3
980,226,60,1
981,226,734,3
982,226,16,1
983,227,124,2
984,228,441,2
985,228,1338,3
986,228,1100,2
987,228,831,1
988,228,1321,1
989,228,851,2
990,228,601,3
991,228,584,2
992,229,40,1
993,229,984,3
994,229,366,2
995,229,855,1
996,229,852,3
997,229,779,3
998,230,763,1
999,230,739,2
1000,230,343,2
1001,230,341,1
1002,230,358,2
1003,230,7,1
1004,230,1223,3
1005,231,884,1
1006,231,1166,2
1007,231,579,1
1008,232,582,3
1009,232,648,1
1010,232,1047,3
1011,232,125,2
1012,232,1317,2
1013,232,929,1
1014,233,710,2
1015,233,1256,2
1016,233,219,2
1017,234,682,3
1018,234,467,1
1019,234,194,2
1020,235,1383,1
1021,235,1247,3
1022,235,502,3
1023,235,817,2
1024,235,1365,1
1025,235,568,1
1026,235,380,3
1027,236,1269,2
1028,236,829,3
1029,236,868,3
1030,236,1308,1
1031,236,525,1
1032,237,978,3
1033,237,426,1
1034,237,579,1
1035,237,931,2
1036,238,468,3
1037,238,1145,1
1038,238,44,2
1039,239,1053,1
1040,239,919,2
1041,239,1348,2
1042,239,989,2
1043,239,833,2
1044,239,717,1
1045,240,1238,2
1046,240,762,1
1047,240,611,2
1048,240,906,2
1049,240,1178,2
1050,241,550,2
1051,241,583,3
1052,241,1313,1
1053,241,174,3
1054,241,421,3
1055,241,978,3
1056,241,1223,3
1057,241,489,2
1058,242,1072,1
1059,243,224,1
1060,243,609,3
1061,243,840,1
1062,243,121,1
1063,243,220,2
1064,243,951,1
1065,244,327,2
1066,245,1011,3
1067,245,561,1
1068,246,994,1
1069,246,599,2
1070,247,836,1
1071,247,1292,1
1072,247,489,2
1073,247,839,1
1074,248,622,1
1075,248,1232,3
1076,248,894,1
1077,248,1091,1
1078,248,64,2
1079,248,917,3
1080,249,42,2
1081,249,1357,2
1082,249,1288,1
1083,249,1348,2
1084,249,1309,2
1085,249,948,3
1086,250,405,1
1087,250,140,1
1088,250,627,3
1089,250,152,1
1090,250,147,1
1091,250,1190,2
1092,251,1215,2
1093,251,889,1
1094,251,1144,2
1095,251,392,1
1096,251,791,1
1097,252,956,3
1098,253,1252,2
1099,254,117,3
1100,254,797,1
1101,254,280,2
1102,254,740,3
1103,254,327,2
1104,254,1191,1
1105,255,298,1
1106,256,662,3
1107,256,236,3
1108,256,668,2
1109,257,306,3
1110,257,1319,1
1111,257,1295,2
1112,257,1200,2
1113,257,1392,2
1114,258,370,3
1115,258,65,3
1116,258,1167,3
1117,259,541,3
1118,259,172,1
1119,259,137,3
1120,259,944,2
1121,260,493,1
1122,260,1287,2
1123,260,918,2
1124,260,995,1
1125,260,442,3
1126,261,1076,3
1127,262,537,3
1128,263,833,1
1129,263,700,3
1130,264,169,1
1131,265,544,2
1132,266,519,3
1133,267,1037,3
1134,268,206,1
1135,268,28,3
1136,268,911,2
1137,268,20,1
1138,268,155,3
1139,268,1,1
1140,268,413,3
1141,268,289,1
1142,269,650,2
1143,269,310,2
1144,269,2,2
1145,269,1117,2
1146,270,757,2
1147,270,875,2
1148,270,94,3
1149,271,1021,3
1150,271,43,2
1151,271,285,3
1152,272,498,3
1153,272,1021,2
1154,272,880,1
1155,272,1291,3
1156,272,951,1
1157,272,379,1
1158,272,1355,2
1159,273,906,1
1160,274,797,1
1161,274,285,1
1162,274,896,3
1163,274,1090,2
1164,274,214,3
1165,274,1323,3
1166,274,1172,1
1167,275,1191,2
1168,276,484,1
1169,276,1226,2
1170,276,911,1
1171,276,182,1
1172,276,1168,2
1173,276,952,1
1174,276,340,1
1175,277,12,2
1176,277,1043,2
1177,277,994,1
1178,277,834,2
1179,277,138,1
1180,277,906,3
1181,278,942,1
1182,278,922,2
1183,279,606,1
1184,279,363,1
1185,279,1359,1
1186,279,95,2
1187,279,187,2
1188,279,1296,2
1189,280,1026,3
1190,280,1096,2
1191,280,849,2
1192,280,1132,3
1193,281,1302,3
1194,281,1346,2
1195,281,93,3
1196,281,454,3
1197,281,1284,1
1198,281,1243,3
1199,281,1212,1
1200,281,71,2
1201,282,1273,3
1202,282,105,1
1203,282,73,2
1204,283,302,2
1205,283,265,3
1206,283,335,2
1207,284,450,3
1208,284,1229,1
1209,284,1316,2
1210,284,884,1
1211,285,879,1
1212,285,75,3
1213,285,1106,3
1214,285,764,2
1215,285,789,2
1216,285,606,2
1217,285,1204,1
1218,286,831,2
1219,286,1015,1
1220,286,1121,1
1221,286,429,3
1222,286,1001,1
1223,286,700,2
1224,286,650,2
1225,286,121,3
1226,287,520,3
1227,287,209,2
1228,287,691,3
1229,287,1195,3
1230,287,118,3
1231,288,577,3
1232,288,181,1
1233,288,1120,3
1234,288,263,2
1235,289,1137,1
1236,289,1224,1
1237,290,1102,1
1238,291,1283,3
1239,291,654,3
1240,291,357,1
1241,291,491,2
1242,291,1173,1
1243,291,1113,3
1244,291,210,1
1245,291,1053,3
1246,292,1262,1
1247,292,1110,3
1248,292,463,3
1249,292,704,3
1250,293,114,1
1251,293,333,3
1252,293,861,2
1253,293,422,3
1254,293,811,1
1255,293,1341,1
1256,293,1319,2
1257,294,160,2
1258,294,932,2
1259,294,263,2
1260,294,1345,1
1261,294,212,2
1262,294,876,2
1263,294,317,1
1264,294,1012,1
1265,295,402,3
1266,296,788,1
1267,297,1015,1
1268,298,1236,1
1269,298,528,2
1270,299,196,2
1271,300,807,2
1272,300,1321,2
1273,301,483,1
1274,301,565,3
1275,301,1189,3
1276,301,1311,3
1277,301,773,3
1278,301,516,3
1279,301,1195,1
1280,301,669,2
1281,302,916,1
1282,302,731,1
1283,302,1202,2
1284,303,448,1
1285,303,818,1
1286,303,211,1
1287,303,148,3
1288,303,560,2
1289,303,1055,2
1290,304,699,1
1291,304,1329,3
1292,304,98,3
1293,304,1317,2
1294,305,1374,1
1295,305,1015,1
1296,305,139,1
1297,305,1227,3
1298,305,441,1
1299,305,399,2
1300,306,627,1
1301,306,861,2
1302,306,259,2
1303,306,457,1
1304,306,1227,1
1305,306,966,1
1306,306,1089,2
1307,306,390,2
1308,307,372,1
1309,307,785,1
1310,307,966,1
1311,307,1052,1
1312,307,56,3
1313,307,861,2
1314,308,112,1
1315,308,1225,3
1316,309,601,3
1317,309,307,2
1318,309,1239,3
1319,309,1392,1
1320,309,229,1
1321,309,16,1
1322,309,664,1
1323,309,1390,2
1324,310,702,3
1325,310,437,2
1326,310,191,1
1327,310,76,3
1328,310,36,3
1329,310,1334,1
1330,310,1301,2
1331,310,1189,3
1332,311,441,2
1333,311,249,2
1334,311,1273,2
1335,312,1195,1
1336,312,467,1
1337,312,1209,2
1338,313,650,1
1339,313,913,3
1340,313,236,3
1341,313,721,1
1342,313,1030,2
1343,314,176,2
1344,314,973,3
1345,314,24,3
1346,315,930,2
1347,315,964,3
1348,315,761,1
1349,315,1338,3
1350,315,626,2
1351,315,61,2
1352,315,357,2
1353,316,393,3
1354,316,39,2
1355,316,1127,1
1356,316,1145,2
1357,316,955,2
1358,316,182,1
1359,317,212,3
1360,317,1097,2
1361,317,773,3
1362,317,1063,3
1363,317,284,3
1364,317,1068,3
1365,318,1355,2
1366,318,632,2
1367,318,11,2
1368,318,987,1
1369,318,406,2
1370,318,1287,2
1371,318,1142,3
1372,319,408,1
1373,319,1223,1
1374,320,465,2
1375,320,121,2
1376,320,1368,2
1377,320,301,1
1378,321,375,2
1379,321,800,2
1380,321,333,1
1381,321,684,3
1382,322,1006,3
1383,322,1066,3
1384,322,1013,1
1385,322,966,3
1386,323,417,3
1387,324,773,2
1388,324,644,1
1389,324,719,3
1390,324,878,2
1391,324,849,1
1392,325,262,3
1393,325,1026,2
1394,325,1224,1
1395,325,239,1
1396,325,967,3
1397,325,514,1
1398,326,622,3
1399,326,1259,3
1400,326,130,1
1401,327,1031,1
1402,327,1209,3
1403,327,1243,3
1404,327,456,3
1405,327,675,1
1406,327,356,1
1407,327,914,2
1408,328,150,1
1409,329,580,3
1410,329,852,2
1411,329,1091,2
1412,330,19,3
1413,330,906,3
1414,331,1140,1
1415,331,19,3
1416,332,373,1
1417,332,895,3
1418,333,634,3
1419,333,43,2
1420,333,1359,1
1421,333,18,3
1422,334,1390,2
1423,334,662,3
1424,334,979,2
1425,334,1059,3
1426,334,1164,2
1427,334,93,1
1428,334,471,1
1429,334,389,2
1430,335,716,1
1431,335,1274,1
1432,335,1124,1
1433,335,1029,1
1434,335,531,2
1435,335,740,2
1436,335,1045,3
1437,335,645,1
1438,336,1225,2
1439,336,1236,2
1440,336,935,1
1441,337,1278,3
1442,337,1260,1
1443,338,95,2
1444,338,861,3
1445,338,1281,2
1446,338,1155,1
1447,338,287,2
1448,339,450,2
1449,339,406,2
1450,339,955,3
1451,339,728,1
1452,339,519,3
1453,339,794,1
1454,340,1047,1
1455,340,1021,3
1456,340,714,1
1457,340,325,2
1458,340,592,3
1459,341,523,3
1460,342,123,3
1461,342,207,2
1462,342,215,1
1463,342,705,1
1464,342,1153,1
1465,342,835,1
1466,343,792,3
1467,343,1308,1
1468,343,1018,2
1469,343,997,1
1470,344,1043,2
1471,344,4,2
1472,344,165,1
1473,344,645,1
1474,344,403,1
1475,344,1083,1
1476,345,573,2
1477,345,738,1
1478,345,579,2
1479,345,51,3
1480,345,893,2
1481,345,1037,1
1482,345,322,2
1483,346,723,2
1484,346,196,2
1485,346,1120,3
1486,346,885,1
1487,346,1347,2
1488,347,673,1
1489,347,904,1
1490,347,164,2
1491,347,1357,2
1492,347,767,2
1493,347,583,2
1494,348,825,3
1495,348,570,3
1496,348,1294,3
1497,348,818,3
1498,349,860,1
1499,349,890,3
1500,349,1063,2
1501,349,64,2
1502,349,898,1
1503,349,510,3
1504,350,557,3
1505,350,832,1
1506,350,1291,1
1507,350,170,1
1508,350,479,3
1509,351,1321,3
1510,351,771,2
1511,351,619,2
1512,351,1254,1
1513,351,1115,2
1514,351,1011,3
1515,352,249,1
1516,352,1104,1
1517,352,795,2
1518,352,880,3
1519,353,695,3
1520,353,477,2
1521,353,367,1
1522,353,768,3
1523,353,808,2
1524,354,396,3
1525,354,766,2
1526,354,1153,1
1527,354,1163,2
1528,354,552,3
1529,354,1113,1
1530,354,534,2
1531,355,1058,2
1532,355,492,2
1533,355,1294,1
1534,356,326,2
1535,357,512,2
1536,357,198,3
1537,357,150,3
1538,357,457,1
1539,357,121,1
1540,357,368,2
1541,357,48,3
1542,358,1197,2
1543,358,1340,3
1544,358,779,2
1545,358,1049,2
1546,358,199,1
1547,359,294,3
1548,359,1073,1
1549,359,1125,3
1550,359,647,1
1551,360,1269,1
1552,360,1088,2
1553,360,989,1
1554,360,772,1
1555,360,707,2
1556,360,556,3
1557,360,186,1
1558,361,1352,1
1559,361,158,1
1560,361,1139,1
1561,361,871,3
1562,361,561,2
1563,362,905,1
1564,362,1340,3
1565,362,475,2
1566,362,1199,1
1567,362,520,1
1568,363,619,2
1569,363,1088,3
1570,363,290,2
1571,364,543,2
1572,364,677,3
1573,364,1354,1
1574,364,799,2
1575,364,145,3
1576,364,410,1
1577,364,619,3
1578,365,199,1
1579,365,862,3
1580,365,165,1
1581,366,766,3
1582,366,50,1
1583,366,1268,2
1584,367,1352,3
1585,367,1285,1
1586,367,114,3
1587,367,690,1
1588,367,664,3
1589,367,716,3
1590,367,522,1
1591,368,864,3
1592,368,169,1
1593,368,132,3
1594,368,531,1
1595,369,1152,2
1596,369,1146,2
1597,369,619,2
1598,370,15,2
1599,370,586,3
1600,370,60,2
1601,370,514,3
1602,370,1382,2
1603,370,1338,2
1604,370,495,3
1605,371,955,3
1606,372,87,3
1607,372,55,3
1608,372,1344,1
1609,372,1217,3
