cart_id,customer_id,created_date
136,427,2023-06-26 00:00:00
137,123,2023-10-01 00:00:00
138,56,2023-01-21 00:00:00
139,90,2023-02-23 00:00:00
140,252,2023-05-09 00:00:00
141,160,2023-11-20 00:00:00
142,322,2023-07-09 00:00:00
143,508,2023-02-26 00:00:00
144,112,2023-03-25 00:00:00
145,319,2023-03-03 00:00:00
146,43,2023-11-30 00:00:00
147,196,2023-06-24 00:00:00
148,9,2023-01-31 00:00:00
149,80,2023-08-30 00:00:00
150,346,2023-02-28 00:00:00
151,24,2023-09-30 00:00:00
152,211,2023-02-14 00:00:00
153,114,2023-07-17 00:00:00
154,217,2023-09-26 00:00:00
155,464,2023-11-27 00:00:00
156,539,2023-11-10 00:00:00
157,190,2023-06-14 00:00:00
158,248,2023-09-10 00:00:00
159,152,2023-09-01 00:00:00
160,465,2023-04-26 00:00:00
161,117,2023-03-23 00:00:00
162,529,2023-03-02 00:00:00
163,460,2023-06-15 00:00:00
164,357,2023-04-05 00:00:00
165,60,2023-08-12 00:00:00
166,86,2023-01-01 00:00:00
167,275,2023-09-21 00:00:00
168,103,2023-10-08 00:00:00
169,5,2023-07-02 00:00:00
170,54,2023-05-07 00:00:00
171,388,2023-08-30 00:00:00
172,577,2023-11-12 00:00:00
173,520,2023-07-25 00:00:00
174,627,2023-11-04 00:00:00
175,25,2023-05-15 00:00:00
176,85,2023-11-25 00:00:00
177,595,2023-12-26 00:00:00
178,528,2023-08-11 00:00:00
179,145,2023-07-28 00:00:00
180,178,2023-10-10 00:00:00
181,130,2023-03-12 00:00:00
182,239,2023-08-10 00:00:00
183,351,2023-12-21 00:00:00
184,199,2023-09-06 00:00:00
185,59,2023-05-08 00:00:00
186,203,2023-10-21 00:00:00
187,512,2023-03-21 00:00:00
188,314,2023-01-29 00:00:00
189,99,2023-02-14 00:00:00
190,626,2023-06-23 00:00:00
191,30,2023-01-06 00:00:00
192,275,2023-10-09 00:00:00
193,387,2023-03-13 00:00:00
194,225,2023-09-21 00:00:00
195,52,2023-08-04 00:00:00
196,460,2023-05-12 00:00:00
197,361,2023-08-05 00:00:00
198,313,2023-05-08 00:00:00
199,333,2023-07-16 00:00:00
200,446,2023-03-26 00:00:00
201,88,2023-02-13 00:00:00
202,453,2023-11-21 00:00:00
203,180,2023-10-28 00:00:00
204,108,2023-10-09 00:00:00
205,184,2023-05-07 00:00:00
206,55,2023-08-19 00:00:00
207,517,2023-08-23 00:00:00
208,152,2023-01-05 00:00:00
209,142,2023-12-06 00:00:00
210,85,2023-01-19 00:00:00
211,553,2023-11-18 00:00:00
212,539,2023-07-30 00:00:00
213,548,2023-03-07 00:00:00
214,242,2023-11-12 00:00:00
215,44,2023-11-27 00:00:00
216,195,2023-07-15 00:00:00
217,427,2023-12-14 00:00:00
218,139,2023-02-15 00:00:00
219,596,2023-10-26 00:00:00
220,27,2023-10-11 00:00:00
221,528,2023-04-16 00:00:00
222,95,2023-04-11 00:00:00
223,36,2023-01-29 00:00:00
224,123,2023-01-22 00:00:00
225,299,2023-06-05 00:00:00
226,85,2023-12-30 00:00:00
227,442,2023-02-17 00:00:00
228,310,2023-11-13 00:00:00
229,179,2023-01-24 00:00:00
230,56,2023-12-06 00:00:00
231,592,2023-02-13 00:00:00
232,466,2023-01-27 00:00:00
233,443,2023-04-19 00:00:00
234,173,2023-10-29 00:00:00
235,225,2023-02-27 00:00:00
236,195,2023-07-18 00:00:00
237,441,2023-09-19 00:00:00
238,394,2023-07-23 00:00:00
239,503,2023-05-04 00:00:00
240,619,2023-12-31 00:00:00
241,547,2023-07-15 00:00:00
242,450,2023-09-21 00:00:00
243,49,2023-12-11 00:00:00
244,383,2023-10-20 00:00:00
245,587,2023-07-02 00:00:00
246,268,2023-12-27 00:00:00
247,118,2023-02-24 00:00:00
248,15,2023-03-29 00:00:00
249,257,2023-05-29 00:00:00
250,304,2023-10-23 00:00:00
251,591,2023-02-13 00:00:00
252,593,2023-09-07 00:00:00
253,11,2023-08-05 00:00:00
254,163,2023-08-03 00:00:00
255,248,2023-12-07 00:00:00
256,369,2023-03-07 00:00:00
257,532,2023-04-21 00:00:00
258,388,2023-04-03 00:00:00
259,65,2023-11-08 00:00:00
260,408,2023-12-28 00:00:00
261,364,2023-09-21 00:00:00
262,203,2023-07-31 00:00:00
263,21,2023-02-12 00:00:00
264,68,2023-12-20 00:00:00
265,156,2023-12-18 00:00:00
266,454,2023-04-12 00:00:00
267,268,2023-06-16 00:00:00
268,69,2023-12-28 00:00:00
269,350,2023-02-24 00:00:00
270,5,2023-10-27 00:00:00
271,297,2023-11-19 00:00:00
272,11,2023-09-04 00:00:00
273,133,2023-08-11 00:00:00
274,355,2023-06-04 00:00:00
275,281,2023-09-28 00:00:00
276,391,2023-07-18 00:00:00
277,343,2023-02-21 00:00:00
278,8,2023-03-09 00:00:00
279,422,2023-02-05 00:00:00
280,479,2023-10-05 00:00:00
281,207,2023-01-06 00:00:00
282,388,2023-06-11 00:00:00
283,503,2023-12-01 00:00:00
284,310,2023-06-19 00:00:00
285,89,2023-10-28 00:00:00
286,199,2023-06-27 00:00:00
287,268,2023-06-28 00:00:00
288,177,2023-08-30 00:00:00
289,534,2023-04-06 00:00:00
290,569,2023-03-12 00:00:00
291,101,2023-07-10 00:00:00
292,130,2023-06-02 00:00:00
293,467,2023-09-30 00:00:00
294,459,2023-10-16 00:00:00
295,48,2023-03-29 00:00:00
296,551,2023-02-17 00:00:00
297,444,2023-02-20 00:00:00
298,349,2023-02-18 00:00:00
299,587,2023-04-06 00:00:00
300,103,2023-04-16 00:00:00
301,221,2023-09-03 00:00:00
302,326,2023-01-12 00:00:00
303,121,2023-10-08 00:00:00
304,23,2023-05-30 00:00:00
305,421,2023-06-03 00:00:00
306,407,2023-08-03 00:00:00
307,65,2023-05-03 00:00:00
308,543,2023-03-05 00:00:00
309,201,2023-08-16 00:00:00
310,205,2023-01-22 00:00:00
311,550,2023-12-11 00:00:00
312,462,2023-03-13 00:00:00
313,81,2023-01-06 00:00:00
314,442,2023-01-11 00:00:00
315,381,2023-01-09 00:00:00
316,161,2023-11-15 00:00:00
317,70,2023-09-10 00:00:00
318,335,2023-12-28 00:00:00
319,514,2023-08-20 00:00:00
320,450,2023-05-12 00:00:00
321,339,2023-12-13 00:00:00
322,201,2023-06-23 00:00:00
323,493,2023-12-24 00:00:00
324,366,2023-01-06 00:00:00
325,412,2023-07-12 00:00:00
326,360,2023-01-06 00:00:00
327,200,2023-08-28 00:00:00
328,66,2023-10-21 00:00:00
329,430,2023-03-24 00:00:00
330,182,2023-10-23 00:00:00
331,89,2023-11-23 00:00:00
332,453,2023-03-19 00:00:00
333,599,2023-11-26 00:00:00
334,247,2023-11-06 00:00:00
335,13,2023-08-19 00:00:00
336,615,2023-11-30 00:00:00
337,355,2023-07-31 00:00:00
338,342,2023-02-09 00:00:00
339,131,2023-12-11 00:00:00
340,593,2023-04-09 00:00:00
341,494,2023-09-16 00:00:00
342,439,2023-06-23 00:00:00
343,371,2023-04-05 00:00:00
344,130,2023-05-07 00:00:00
345,7,2023-10-24 00:00:00
346,603,2023-01-26 00:00:00
347,391,2023-03-17 00:00:00
348,299,2023-02-08 00:00:00
349,493,2023-06-29 00:00:00
350,493,2023-08-25 00:00:00
351,96,2023-10-02 00:00:00
352,569,2023-07-20 00:00:00
353,475,2023-12-12 00:00:00
354,295,2023-09-06 00:00:00
355,454,2023-02-05 00:00:00
356,298,2023-08-27 00:00:00
357,178,2023-11-28 00:00:00
358,543,2023-10-25 00:00:00
359,361,2023-05-06 00:00:00
360,197,2023-08-01 00:00:00
361,261,2023-01-03 00:00:00
362,373,2023-08-07 00:00:00
363,441,2023-02-09 00:00:00
364,535,2023-12-10 00:00:00
365,259,2023-11-27 00:00:00
366,231,2023-01-30 00:00:00
367,542,2023-03-25 00:00:00
368,159,2023-07-05 00:00:00
369,197,2023-01-18 00:00:00
370,298,2023-10-25 00:00:00
371,486,2023-05-12 00:00:00
372,609,2023-08-30 00:00:00
373,440,2023-09-17 00:00:00
374,625,2023-03-24 00:00:00
375,82,2023-06-26 00:00:00
376,230,2023-08-07 00:00:00
377,202,2023-10-28 00:00:00
378,175,2023-03-02 00:00:00
379,349,2023-07-24 00:00:00
380,245,2023-01-03 00:00:00
381,568,2023-08-27 00:00:00
382,213,2023-09-17 00:00:00
383,156,2023-10-08 00:00:00
384,478,2023-09-12 00:00:00
385,95,2023-02-11 00:00:00
386,192,2023-10-24 00:00:00
387,595,2023-05-04 00:00:00
388,116,2023-08-22 00:00:00
389,506,2023-06-12 00:00:00
390,86,2023-11-05 00:00:00
391,133,2023-08-03 00:00:00
392,157,2023-02-14 00:00:00
393,74,2023-07-20 00:00:00
394,242,2023-03-10 00:00:00
395,453,2023-01-16 00:00:00
396,98,2023-09-23 00:00:00
397,182,2023-08-12 00:00:00
398,314,2023-05-24 00:00:00
399,258,2023-02-26 00:00:00
400,112,2023-08-16 00:00:00
401,170,2023-12-06 00:00:00
402,294,2023-01-03 00:00:00
403,375,2023-02-03 00:00:00
404,542,2023-02-22 00:00:00
405,356,2023-06-27 00:00:00
406,320,2023-03-31 00:00:00
407,432,2023-11-12 00:00:00
408,170,2023-07-19 00:00:00
409,465,2023-01-06 00:00:00
410,368,2023-11-24 00:00:00
411,389,2023-08-30 00:00:00
412,60,2023-03-07 00:00:00
413,245,2023-08-29 00:00:00
414,245,2023-05-29 00:00:00
415,489,2023-01-26 00:00:00
416,549,2023-09-28 00:00:00
417,381,2023-10-11 00:00:00
418,155,2023-07-28 00:00:00
419,229,2023-03-21 00:00:00
420,464,2023-06-26 00:00:00
421,249,2023-07-20 00:00:00
422,454,2023-07-13 00:00:00
423,23,2023-03-02 00:00:00
424,273,2023-11-26 00:00:00
425,53,2023-06-17 00:00:00
426,338,2023-09-17 00:00:00
427,482,2023-06-13 00:00:00
428,436,2023-04-05 00:00:00
429,265,2023-10-29 00:00:00
430,202,2023-03-07 00:00:00
431,151,2023-01-18 00:00:00
432,337,2023-10-08 00:00:00
433,69,2023-03-26 00:00:00
434,626,2023-02-16 00:00:00
435,76,2023-10-15 00:00:00
436,270,2023-07-14 00:00:00
437,155,2023-07-02 00:00:00
438,306,2023-01-21 00:00:00
439,557,2023-02-26 00:00:00
440,202,2023-04-12 00:00:00
441,374,2023-07-27 00:00:00
442,565,2023-02-18 00:00:00
443,418,2023-05-31 00:00:00
444,621,2023-12-19 00:00:00
445,548,2023-05-26 00:00:00
446,510,2023-04-30 00:00:00
447,360,2023-01-01 00:00:00
448,417,2023-12-25 00:00:00
449,217,2023-09-21 00:00:00
450,114,2023-09-10 00:00:00
451,112,2023-12-11 00:00:00
452,363,2023-05-21 00:00:00
453,567,2023-03-24 00:00:00
454,567,2023-09-08 00:00:00
455,476,2023-03-31 00:00:00
456,129,2023-10-25 00:00:00
457,413,2023-05-28 00:00:00
458,491,2023-12-20 00:00:00
459,58,2023-04-24 00:00:00
460,346,2023-09-02 00:00:00
461,197,2023-10-07 00:00:00
462,304,2023-12-25 00:00:00
463,48,2023-10-28 00:00:00
464,332,2023-10-24 00:00:00
465,195,2023-07-27 00:00:00
466,539,2023-10-30 00:00:00
467,453,2023-12-13 00:00:00
468,3,2023-02-15 00:00:00
469,68,2023-06-07 00:00:00
470,334,2023-09-09 00:00:00
471,413,2023-06-23 00:00:00
472,213,2023-11-05 00:00:00
473,624,2023-02-23 00:00:00
474,35,2023-09-02 00:00:00
475,467,2023-03-06 00:00:00
476,551,2023-12-17 00:00:00
477,20,2023-08-29 00:00:00
478,460,2023-01-19 00:00:00
479,89,2023-02-07 00:00:00
480,308,2023-01-17 00:00:00
481,319,2023-12-27 00:00:00
482,30,2023-08-27 00:00:00
483,284,2023-05-19 00:00:00
484,169,2023-10-22 00:00:00
485,507,2023-10-30 00:00:00
486,560,2023-09-23 00:00:00
487,259,2023-10-10 00:00:00
488,507,2023-06-06 00:00:00
489,622,2023-04-03 00:00:00
490,445,2023-11-25 00:00:00
491,133,2023-02-06 00:00:00
492,509,2023-07-31 00:00:00
493,575,2023-11-22 00:00:00
494,410,2023-09-29 00:00:00
495,418,2023-04-27 00:00:00
496,196,2023-10-20 00:00:00
497,325,2023-09-12 00:00:00
498,528,2023-04-28 00:00:00
499,389,2023-07-21 00:00:00
500,298,2023-05-31 00:00:00
501,503,2023-04-14 00:00:00
502,325,2023-05-08 00:00:00
503,427,2023-06-14 00:00:00
504,42,2023-04-30 00:00:00
505,16,2023-05-18 00:00:00
506,134,2023-06-17 00:00:00
507,143,2023-09-17 00:00:00
508,245,2023-06-09 00:00:00
509,603,2023-09-25 00:00:00
510,286,2023-09-20 00:00:00
511,317,2023-01-06 00:00:00
512,397,2023-10-13 00:00:00
513,83,2023-06-11 00:00:00
514,64,2023-10-13 00:00:00
515,191,2023-01-06 00:00:00
516,66,2023-06-01 00:00:00
517,612,2023-07-08 00:00:00
518,82,2023-10-10 00:00:00
519,564,2023-07-23 00:00:00
520,386,2023-11-09 00:00:00
521,611,2023-03-23 00:00:00
522,581,2023-08-31 00:00:00
523,74,2023-04-01 00:00:00
524,370,2023-11-22 00:00:00
525,274,2023-02-10 00:00:00
526,121,2023-12-07 00:00:00
527,228,2023-01-21 00:00:00
528,275,2023-11-18 00:00:00
529,350,2023-12-20 00:00:00
530,95,2023-08-28 00:00:00
531,514,2023-02-13 00:00:00
532,548,2023-04-06 00:00:00
533,247,2023-03-14 00:00:00
534,441,2023-10-01 00:00:00
535,380,2023-09-09 00:00:00
536,185,2023-10-13 00:00:00
537,304,2023-06-05 00:00:00
538,62,2023-12-03 00:00:00
539,150,2023-04-12 00:00:00
540,245,2023-09-22 00:00:00
541,250,2023-03-22 00:00:00
542,535,2023-06-12 00:00:00
543,172,2023-11-06 00:00:00
544,329,2023-06-19 00:00:00
545,340,2023-07-10 00:00:00
546,262,2023-12-05 00:00:00
547,54,2023-09-17 00:00:00
548,242,2023-01-25 00:00:00
549,405,2023-08-16 00:00:00
550,428,2023-09-03 00:00:00
551,422,2023-04-17 00:00:00
552,188,2023-03-07 00:00:00
553,556,2023-09-07 00:00:00
554,434,2023-02-04 00:00:00
555,472,2023-06-27 00:00:00
556,303,2023-09-03 00:00:00
557,121,2023-09-25 00:00:00
558,398,2023-08-20 00:00:00
559,270,2023-08-22 00:00:00
560,300,2023-09-09 00:00:00
561,495,2023-02-27 00:00:00
562,306,2023-11-18 00:00:00
563,81,2023-03-27 00:00:00
564,596,2023-10-09 00:00:00
565,166,2023-02-21 00:00:00
566,50,2023-02-05 00:00:00
567,90,2023-09-28 00:00:00
568,449,2023-10-30 00:00:00
569,335,2023-02-23 00:00:00
570,510,2023-01-12 00:00:00
571,170,2023-03-10 00:00:00
572,19,2023-12-08 00:00:00
573,155,2023-06-13 00:00:00
574,599,2023-08-30 00:00:00
575,208,2023-05-25 00:00:00
576,624,2023-08-13 00:00:00
577,5,2023-03-20 00:00:00
578,376,2023-10-29 00:00:00
579,194,2023-05-23 00:00:00
580,301,2023-05-15 00:00:00
581,467,2023-09-01 00:00:00
582,29,2023-04-26 00:00:00
583,528,2023-08-14 00:00:00
584,550,2023-06-03 00:00:00
585,47,2023-08-13 00:00:00
586,390,2023-07-20 00:00:00
587,99,2023-10-12 00:00:00
588,198,2023-05-20 00:00:00
589,321,2023-07-05 00:00:00
590,54,2023-06-07 00:00:00
591,593,2023-11-10 00:00:00
592,539,2023-09-27 00:00:00
593,475,2023-02-01 00:00:00
594,604,2023-08-29 00:00:00
595,49,2023-12-20 00:00:00
596,13,2023-01-28 00:00:00
597,294,2023-03-26 00:00:00
598,226,2023-06-26 00:00:00
599,170,2023-03-30 00:00:00
600,286,2023-09-14 00:00:00
601,457,2023-11-30 00:00:00
602,274,2023-04-02 00:00:00
603,447,2023-03-12 00:00:00
604,605,2023-12-04 00:00:00
605,89,2023-03-22 00:00:00
606,451,2023-06-08 00:00:00
607,137,2023-12-22 00:00:00
608,240,2023-08-14 00:00:00
609,17,2023-10-11 00:00:00
610,556,2023-09-27 00:00:00
611,72,2023-07-13 00:00:00
612,82,2023-07-30 00:00:00
613,80,2023-05-12 00:00:00
614,63,2023-02-18 00:00:00
615,538,2023-02-23 00:00:00
616,53,2023-09-08 00:00:00
617,163,2023-08-17 00:00:00
618,350,2023-08-12 00:00:00
619,581,2023-03-18 00:00:00
620,75,2023-11-16 00:00:00
621,315,2023-10-30 00:00:00
622,611,2023-03-10 00:00:00
623,466,2023-04-17 00:00:00
624,106,2023-11-29 00:00:00
625,368,2023-05-09 00:00:00
626,540,2023-12-18 00:00:00
627,153,2023-09-24 00:00:00
628,304,2023-02-21 00:00:00
629,371,2023-11-01 00:00:00
630,312,2023-01-09 00:00:00
631,545,2023-05-07 00:00:00
632,357,2023-02-14 00:00:00
633,466,2023-02-14 00:00:00
634,332,2023-06-02 00:00:00
635,516,2023-07-06 00:00:00
636,565,2023-05-01 00:00:00
637,473,2023-05-02 00:00:00
638,458,2023-02-17 00:00:00
639,80,2023-01-14 00:00:00
640,111,2023-11-28 00:00:00
641,40,2023-09-17 00:00:00
642,190,2023-05-20 00:00:00
643,505,2023-06-20 00:00:00
644,347,2023-07-25 00:00:00
645,322,2023-06-03 00:00:00
646,26,2023-06-01 00:00:00
647,504,2023-06-28 00:00:00
648,372,2023-06-07 00:00:00
649,514,2023-04-05 00:00:00
650,153,2023-08-17 00:00:00
651,394,2023-06-18 00:00:00
652,173,2023-01-21 00:00:00
653,546,2023-01-08 00:00:00
654,541,2023-11-20 00:00:00
655,328,2023-02-17 00:00:00
656,337,2023-12-12 00:00:00
657,209,2023-01-03 00:00:00
658,578,2023-09-21 00:00:00
659,348,2023-05-30 00:00:00
660,381,2023-01-28 00:00:00
661,35,2023-04-10 00:00:00
662,623,2023-03-01 00:00:00
663,282,2023-02-10 00:00:00
664,326,2023-12-30 00:00:00
665,352,2023-07-13 00:00:00
666,562,2023-11-03 00:00:00
667,352,2023-06-30 00:00:00
668,212,2023-01-13 00:00:00
669,199,2023-03-17 00:00:00
670,498,2023-05-07 00:00:00
671,233,2023-12-18 00:00:00
672,438,2023-11-20 00:00:00
673,344,2023-02-16 00:00:00
674,352,2023-07-21 00:00:00
675,66,2023-04-13 00:00:00
676,420,2023-09-12 00:00:00
677,519,2023-03-14 00:00:00
678,56,2023-02-18 00:00:00
679,89,2023-07-17 00:00:00
680,181,2023-11-01 00:00:00
681,155,2023-02-17 00:00:00
682,454,2023-12-06 00:00:00
683,463,2023-11-11 00:00:00
684,96,2023-09-21 00:00:00
685,519,2023-12-07 00:00:00
686,29,2023-12-05 00:00:00
687,619,2023-08-14 00:00:00
688,308,2023-09-12 00:00:00
689,43,2023-01-27 00:00:00
690,335,2023-03-12 00:00:00
691,316,2023-12-15 00:00:00
692,474,2023-09-07 00:00:00
693,399,2023-12-21 00:00:00
694,500,2023-08-27 00:00:00
695,244,2023-03-08 00:00:00
696,133,2023-05-26 00:00:00
697,474,2023-08-21 00:00:00
698,597,2023-12-21 00:00:00
699,258,2023-05-11 00:00:00
700,325,2023-10-03 00:00:00
701,540,2023-06-02 00:00:00
702,248,2023-04-25 00:00:00
703,362,2023-01-22 00:00:00
704,243,2023-05-28 00:00:00
705,117,2023-04-23 00:00:00
706,13,2023-03-06 00:00:00
707,539,2023-11-26 00:00:00
708,482,2023-04-12 00:00:00
709,617,2023-02-17 00:00:00
710,154,2023-02-20 00:00:00
711,64,2023-05-04 00:00:00
712,389,2023-09-03 00:00:00
713,265,2023-07-10 00:00:00
714,254,2023-10-25 00:00:00
715,609,2023-12-12 00:00:00
716,46,2023-04-05 00:00:00
717,572,2023-08-02 00:00:00
718,302,2023-03-02 00:00:00
719,251,2023-04-10 00:00:00
720,314,2023-11-27 00:00:00
721,122,2023-03-17 00:00:00
722,413,2023-04-27 00:00:00
723,364,2023-03-21 00:00:00
724,44,2023-12-03 00:00:00
725,499,2023-01-10 00:00:00
726,348,2023-05-01 00:00:00
727,46,2023-03-25 00:00:00
728,168,2023-06-04 00:00:00
729,216,2023-04-11 00:00:00
730,102,2023-06-29 00:00:00
731,467,2023-04-18 00:00:00
732,24,2023-03-19 00:00:00
733,312,2023-02-10 00:00:00
734,376,2023-11-24 00:00:00
735,326,2023-09-15 00:00:00
736,450,2023-01-28 00:00:00
737,244,2023-01-24 00:00:00
738,436,2023-04-10 00:00:00
739,291,2023-12-10 00:00:00
740,345,2023-11-29 00:00:00
741,382,2023-05-31 00:00:00
742,247,2023-01-19 00:00:00
743,248,2023-04-29 00:00:00
744,118,2023-10-26 00:00:00
745,227,2023-04-28 00:00:00
746,350,2023-10-07 00:00:00
747,384,2023-02-08 00:00:00
748,455,2023-05-31 00:00:00
749,100,2023-08-02 00:00:00
750,277,2023-03-11 00:00:00
751,523,2023-11-28 00:00:00
752,289,2023-03-15 00:00:00
753,445,2023-10-13 00:00:00
754,440,2023-07-19 00:00:00
755,220,2023-07-08 00:00:00
756,262,2023-02-16 00:00:00
757,345,2023-10-19 00:00:00
758,476,2023-05-02 00:00:00
759,202,2023-08-18 00:00:00
760,434,2023-03-03 00:00:00
761,79,2023-11-29 00:00:00
762,402,2023-08-31 00:00:00
763,587,2023-05-01 00:00:00
764,66,2023-08-28 00:00:00
765,106,2023-11-11 00:00:00
766,42,2023-07-13 00:00:00
767,542,2023-01-13 00:00:00
768,521,2023-09-11 00:00:00
769,497,2023-10-25 00:00:00
770,84,2023-06-02 00:00:00
771,22,2023-04-16 00:00:00
772,476,2023-04-23 00:00:00
773,606,2023-05-09 00:00:00
774,94,2023-05-12 00:00:00
775,559,2023-07-06 00:00:00
776,346,2023-04-26 00:00:00
777,438,2023-09-21 00:00:00
778,345,2023-07-31 00:00:00
779,480,2023-09-13 00:00:00
780,277,2023-04-05 00:00:00
781,196,2023-05-27 00:00:00
782,38,2023-01-25 00:00:00
783,507,2023-09-01 00:00:00
784,202,2023-01-07 00:00:00
785,416,2023-08-22 00:00:00
786,392,2023-01-10 00:00:00
787,494,2023-08-09 00:00:00
788,505,2023-08-28 00:00:00
789,119,2023-09-17 00:00:00
790,500,2023-04-01 00:00:00
791,564,2023-09-26 00:00:00
792,495,2023-10-25 00:00:00
793,317,2023-12-14 00:00:00
794,274,2023-08-22 00:00:00
795,170,2023-06-19 00:00:00
796,390,2023-02-08 00:00:00
797,127,2023-03-18 00:00:00
798,16,2023-09-01 00:00:00
799,114,2023-12-04 00:00:00
800,172,2023-12-11 00:00:00
801,355,2023-07-30 00:00:00
802,116,2023-07-30 00:00:00
803,590,2023-04-29 00:00:00
804,243,2023-10-29 00:00:00
805,625,2023-07-07 00:00:00
806,238,2023-10-06 00:00:00
807,182,2023-01-03 00:00:00
808,439,2023-11-14 00:00:00
809,211,2023-10-15 00:00:00
810,278,2023-12-27 00:00:00
811,544,2023-05-01 00:00:00
812,263,2023-06-04 00:00:00
813,26,2023-06-21 00:00:00
814,433,2023-08-09 00:00:00
815,293,2023-11-18 00:00:00
816,440,2023-10-21 00:00:00
817,368,2023-03-23 00:00:00
818,308,2023-08-29 00:00:00
819,161,2023-03-06 00:00:00
820,45,2023-04-19 00:00:00
821,96,2023-07-02 00:00:00
