review_id,customer_id,product_id,rating,comment,review_date
88,358,600,3,"Good product overall, but has some minor issues.",2023-05-29
89,92,575,3,"Works as expected, nothing special though.",2023-08-31
90,434,684,3,"Works as expected, nothing special though.",2023-03-17
91,292,646,5,Perfect in every way. Worth every penny!,2023-11-19
92,447,520,5,Absolutely love it! Exceeded my expectations.,2023-10-22
93,430,339,5,Absolutely love it! Exceeded my expectations.,2023-06-08
94,18,68,4,Highly recommend! Excellent quality.,2023-03-18
95,411,700,5,Highly recommend! Excellent quality.,2023-09-05
96,30,1012,5,Perfect in every way. Worth every penny!,2023-11-09
97,468,964,4,Absolutely love it! Exceeded my expectations.,2023-12-01
98,284,439,3,"Works as expected, nothing special though.",2023-05-18
99,262,306,4,Highly recommend! Excellent quality.,2023-03-19
100,144,257,3,"Good product overall, but has some minor issues.",2023-08-03
101,378,391,4,Highly recommend! Excellent quality.,2023-12-23
102,429,836,4,Highly recommend! Excellent quality.,2023-11-18
103,389,96,3,"Good product overall, but has some minor issues.",2023-06-01
104,84,946,4,Perfect in every way. Worth every penny!,2023-11-30
105,255,33,4,Perfect in every way. Worth every penny!,2023-08-20
106,4,687,4,Absolutely love it! Exceeded my expectations.,2023-02-25
107,99,716,4,Perfect in every way. Worth every penny!,2023-12-26
108,23,251,4,Absolutely love it! Exceeded my expectations.,2023-11-16
109,279,595,4,Highly recommend! Excellent quality.,2023-05-03
110,288,129,5,Highly recommend! Excellent quality.,2023-07-01
111,70,239,5,Highly recommend! Excellent quality.,2023-10-30
112,364,921,5,Highly recommend! Excellent quality.,2023-06-26
113,353,59,4,Highly recommend! Excellent quality.,2023-03-07
114,535,700,4,Highly recommend! Excellent quality.,2023-10-19
115,316,850,4,Highly recommend! Excellent quality.,2023-11-29
116,66,888,2,Very disappointed with this purchase.,2023-09-22
117,227,573,4,Highly recommend! Excellent quality.,2023-05-24
118,290,137,5,Highly recommend! Excellent quality.,2023-09-20
119,117,735,3,"Good product overall, but has some minor issues.",2023-05-16
120,98,122,3,"Works as expected, nothing special though.",2023-04-25
121,127,554,4,Highly recommend! Excellent quality.,2023-04-17
122,361,1044,3,"Works as expected, nothing special though.",2023-08-29
123,482,1050,5,Highly recommend! Excellent quality.,2023-05-04
124,381,684,3,"Good product overall, but has some minor issues.",2023-01-18
125,388,215,2,Poor quality and doesn't work as described.,2023-09-21
126,490,368,4,Highly recommend! Excellent quality.,2023-11-14
127,121,878,4,Perfect in every way. Worth every penny!,2023-09-15
128,236,500,4,Perfect in every way. Worth every penny!,2023-12-27
129,212,372,4,Perfect in every way. Worth every penny!,2023-08-29
130,132,190,2,Poor quality and doesn't work as described.,2023-06-10
131,339,924,5,Highly recommend! Excellent quality.,2023-04-30
132,236,950,4,Highly recommend! Excellent quality.,2023-12-04
133,404,978,3,"Works as expected, nothing special though.",2023-07-23
134,116,930,3,"Works as expected, nothing special though.",2023-04-11
135,323,424,5,Perfect in every way. Worth every penny!,2023-06-26
136,379,20,3,"Works as expected, nothing special though.",2023-06-11
137,522,202,3,"Works as expected, nothing special though.",2023-11-09
138,397,225,5,Perfect in every way. Worth every penny!,2023-11-10
139,435,418,4,Perfect in every way. Worth every penny!,2023-11-15
140,518,782,4,Perfect in every way. Worth every penny!,2023-04-30
141,505,979,1,Poor quality and doesn't work as described.,2023-01-12
142,465,925,4,Highly recommend! Excellent quality.,2023-03-26
143,393,158,3,"Works as expected, nothing special though.",2023-06-19
144,516,150,3,"Works as expected, nothing special though.",2023-06-24
145,529,925,4,Perfect in every way. Worth every penny!,2023-04-16
146,100,637,1,Poor quality and doesn't work as described.,2023-01-15
147,334,208,5,Absolutely love it! Exceeded my expectations.,2023-05-01
148,219,540,1,Poor quality and doesn't work as described.,2023-06-11
149,219,1087,3,"Good product overall, but has some minor issues.",2023-03-08
150,75,189,2,Very disappointed with this purchase.,2023-11-10
151,217,426,3,"Good product overall, but has some minor issues.",2023-04-20
152,219,701,2,Poor quality and doesn't work as described.,2023-08-09
153,355,631,4,Highly recommend! Excellent quality.,2023-08-01
154,114,124,5,Perfect in every way. Worth every penny!,2023-09-06
155,23,877,4,Absolutely love it! Exceeded my expectations.,2023-06-10
156,399,851,3,"Good product overall, but has some minor issues.",2023-08-26
157,185,1074,4,Highly recommend! Excellent quality.,2023-12-10
158,263,866,2,Poor quality and doesn't work as described.,2023-11-20
159,542,450,5,Highly recommend! Excellent quality.,2023-12-14
160,292,455,2,Very disappointed with this purchase.,2023-06-17
161,175,985,4,Perfect in every way. Worth every penny!,2023-08-05
162,394,163,5,Perfect in every way. Worth every penny!,2023-12-26
163,429,1070,4,Perfect in every way. Worth every penny!,2023-07-27
164,2,807,2,Very disappointed with this purchase.,2023-12-31
165,335,557,4,Highly recommend! Excellent quality.,2023-08-01
166,461,130,3,"Works as expected, nothing special though.",2023-05-01
167,109,856,3,"Good product overall, but has some minor issues.",2023-05-04
168,227,497,4,Highly recommend! Excellent quality.,2023-06-13
169,232,324,5,Highly recommend! Excellent quality.,2023-04-20
170,396,861,4,Perfect in every way. Worth every penny!,2023-04-28
171,120,57,3,"Good product overall, but has some minor issues.",2023-02-18
172,515,1039,4,Perfect in every way. Worth every penny!,2023-11-16
173,59,726,5,Highly recommend! Excellent quality.,2023-05-23
174,31,790,3,"Good product overall, but has some minor issues.",2023-12-15
175,286,858,1,Poor quality and doesn't work as described.,2023-09-18
176,146,125,3,"Works as expected, nothing special though.",2023-01-15
177,336,595,4,Absolutely love it! Exceeded my expectations.,2023-10-31
178,108,919,3,"Good product overall, but has some minor issues.",2023-01-23
179,95,631,4,Highly recommend! Excellent quality.,2023-02-07
180,414,832,3,"Good product overall, but has some minor issues.",2023-12-12
181,47,326,4,Highly recommend! Excellent quality.,2023-10-10
182,179,1079,4,Absolutely love it! Exceeded my expectations.,2023-10-16
183,101,850,4,Highly recommend! Excellent quality.,2023-10-26
184,37,517,3,"Works as expected, nothing special though.",2023-06-12
185,326,251,4,Perfect in every way. Worth every penny!,2023-06-21
186,465,994,3,"Good product overall, but has some minor issues.",2023-10-12
187,486,44,2,Poor quality and doesn't work as described.,2023-12-25
188,179,465,2,Very disappointed with this purchase.,2023-01-02
189,160,493,4,Perfect in every way. Worth every penny!,2023-01-18
190,474,1023,5,Perfect in every way. Worth every penny!,2023-09-04
191,169,339,5,Absolutely love it! Exceeded my expectations.,2023-06-11
192,433,249,4,Perfect in every way. Worth every penny!,2023-03-02
193,433,21,3,"Works as expected, nothing special though.",2023-05-27
194,418,223,5,Perfect in every way. Worth every penny!,2023-08-05
195,57,522,4,Perfect in every way. Worth every penny!,2023-01-20
196,215,93,5,Highly recommend! Excellent quality.,2023-10-14
197,350,89,2,Poor quality and doesn't work as described.,2023-10-25
198,46,784,4,Highly recommend! Excellent quality.,2023-03-28
199,347,486,4,Absolutely love it! Exceeded my expectations.,2023-06-16
200,464,922,5,Highly recommend! Excellent quality.,2023-12-05
201,391,766,4,Absolutely love it! Exceeded my expectations.,2023-07-13
202,419,232,3,"Good product overall, but has some minor issues.",2023-11-13
203,295,1053,4,Absolutely love it! Exceeded my expectations.,2023-09-27
204,16,705,3,"Works as expected, nothing special though.",2023-12-31
205,430,70,4,Absolutely love it! Exceeded my expectations.,2023-10-22
206,102,684,4,Perfect in every way. Worth every penny!,2023-03-22
207,96,572,4,Perfect in every way. Worth every penny!,2023-11-23
208,547,554,3,"Good product overall, but has some minor issues.",2023-11-12
209,250,360,3,"Good product overall, but has some minor issues.",2023-07-10
210,303,510,5,Perfect in every way. Worth every penny!,2023-12-09
211,226,868,3,"Works as expected, nothing special though.",2023-09-15
212,518,254,5,Highly recommend! Excellent quality.,2023-07-21
213,119,249,4,Perfect in every way. Worth every penny!,2023-06-01
214,217,816,4,Absolutely love it! Exceeded my expectations.,2023-06-25
215,167,845,4,Highly recommend! Excellent quality.,2023-06-04
216,288,818,5,Absolutely love it! Exceeded my expectations.,2023-01-19
217,284,1005,2,Very disappointed with this purchase.,2023-11-13
218,20,778,5,Perfect in every way. Worth every penny!,2023-09-05
219,25,1062,3,"Good product overall, but has some minor issues.",2023-07-31
220,448,204,3,"Works as expected, nothing special though.",2023-05-04
221,485,188,2,Very disappointed with this purchase.,2023-06-27
222,406,122,3,"Good product overall, but has some minor issues.",2023-03-11
223,104,1079,5,Highly recommend! Excellent quality.,2023-06-11
224,333,555,4,Perfect in every way. Worth every penny!,2023-10-18
225,398,416,4,Perfect in every way. Worth every penny!,2023-05-20
226,487,625,4,Absolutely love it! Exceeded my expectations.,2023-06-18
227,42,728,5,Absolutely love it! Exceeded my expectations.,2023-12-26
228,226,173,4,Perfect in every way. Worth every penny!,2023-06-25
229,147,615,4,Absolutely love it! Exceeded my expectations.,2023-08-12
230,371,831,2,Poor quality and doesn't work as described.,2023-04-21
231,124,895,5,Highly recommend! Excellent quality.,2023-01-08
232,128,606,4,Perfect in every way. Worth every penny!,2023-01-04
233,196,192,1,Very disappointed with this purchase.,2023-06-01
234,262,182,4,Perfect in every way. Worth every penny!,2023-07-30
235,489,895,3,"Good product overall, but has some minor issues.",2023-08-05
236,119,156,2,Very disappointed with this purchase.,2023-05-15
237,75,673,3,"Good product overall, but has some minor issues.",2023-09-15
238,188,264,2,Poor quality and doesn't work as described.,2023-01-06
239,433,15,4,Perfect in every way. Worth every penny!,2023-01-08
240,242,1001,1,Very disappointed with this purchase.,2023-07-10
241,169,36,3,"Works as expected, nothing special though.",2023-07-07
242,6,537,3,"Good product overall, but has some minor issues.",2023-07-11
243,513,194,4,Perfect in every way. Worth every penny!,2023-11-10
244,362,1042,5,Absolutely love it! Exceeded my expectations.,2023-03-25
245,157,3,2,Poor quality and doesn't work as described.,2023-01-03
246,421,967,2,Very disappointed with this purchase.,2023-10-05
247,168,662,5,Highly recommend! Excellent quality.,2023-01-11
248,63,343,2,Very disappointed with this purchase.,2023-10-31
249,154,635,3,"Works as expected, nothing special though.",2023-01-15
250,134,352,5,Perfect in every way. Worth every penny!,2023-06-15
251,176,134,5,Highly recommend! Excellent quality.,2023-12-17
252,271,97,3,"Works as expected, nothing special though.",2023-08-29
253,1,881,5,Perfect in every way. Worth every penny!,2023-05-22
254,217,774,2,Very disappointed with this purchase.,2023-02-10
255,9,904,3,"Works as expected, nothing special though.",2023-03-31
256,264,851,4,Highly recommend! Excellent quality.,2023-06-21
257,308,963,3,"Good product overall, but has some minor issues.",2023-01-22
258,136,135,4,Absolutely love it! Exceeded my expectations.,2023-05-24
259,334,293,3,"Works as expected, nothing special though.",2023-01-12
260,339,425,3,"Works as expected, nothing special though.",2023-11-29
261,16,438,5,Absolutely love it! Exceeded my expectations.,2023-11-06
262,459,319,5,Absolutely love it! Exceeded my expectations.,2023-03-30
263,500,496,3,"Good product overall, but has some minor issues.",2023-07-14
264,279,569,4,Highly recommend! Excellent quality.,2023-07-03
265,228,1021,2,Poor quality and doesn't work as described.,2023-04-01
266,319,993,3,"Works as expected, nothing special though.",2023-04-15
267,474,588,3,"Works as expected, nothing special though.",2023-02-11
268,311,808,1,Poor quality and doesn't work as described.,2023-12-13
269,298,823,3,"Good product overall, but has some minor issues.",2023-03-26
270,204,651,5,Perfect in every way. Worth every penny!,2023-05-14
271,477,612,5,Absolutely love it! Exceeded my expectations.,2023-01-16
272,189,981,3,"Good product overall, but has some minor issues.",2023-12-06
273,356,411,5,Perfect in every way. Worth every penny!,2023-05-25
274,317,224,5,Perfect in every way. Worth every penny!,2023-09-27
275,442,447,3,"Good product overall, but has some minor issues.",2023-06-01
276,17,661,4,Highly recommend! Excellent quality.,2023-09-15
277,457,198,3,"Works as expected, nothing special though.",2023-07-10
278,467,787,3,"Works as expected, nothing special though.",2023-12-13
279,25,1041,4,Highly recommend! Excellent quality.,2023-09-01
280,199,799,5,Absolutely love it! Exceeded my expectations.,2023-12-07
281,13,776,3,"Works as expected, nothing special though.",2023-10-08
282,145,646,3,"Good product overall, but has some minor issues.",2023-02-11
283,433,148,4,Perfect in every way. Worth every penny!,2023-08-13
284,223,257,3,"Works as expected, nothing special though.",2023-11-23
285,175,732,5,Highly recommend! Excellent quality.,2023-02-10
286,56,424,3,"Good product overall, but has some minor issues.",2023-12-17
287,83,38,5,Highly recommend! Excellent quality.,2023-02-22
288,168,819,2,Poor quality and doesn't work as described.,2023-04-05
289,520,534,4,Absolutely love it! Exceeded my expectations.,2023-03-02
290,504,343,4,Perfect in every way. Worth every penny!,2023-10-17
291,158,348,2,Poor quality and doesn't work as described.,2023-08-28
292,504,606,2,Poor quality and doesn't work as described.,2023-09-02
293,381,149,5,Perfect in every way. Worth every penny!,2023-02-10
294,336,994,5,Highly recommend! Excellent quality.,2023-10-24
295,496,797,2,Poor quality and doesn't work as described.,2023-12-10
296,309,819,4,Absolutely love it! Exceeded my expectations.,2023-07-22
297,242,456,5,Absolutely love it! Exceeded my expectations.,2023-09-12
298,464,447,4,Highly recommend! Excellent quality.,2023-04-28
299,324,847,5,Absolutely love it! Exceeded my expectations.,2023-03-25
300,286,581,5,Highly recommend! Excellent quality.,2023-06-15
301,79,582,3,"Works as expected, nothing special though.",2023-06-24
302,402,806,3,"Works as expected, nothing special though.",2023-04-13
303,327,1065,4,Perfect in every way. Worth every penny!,2023-07-10
304,206,598,5,Perfect in every way. Worth every penny!,2023-02-14
305,18,51,5,Absolutely love it! Exceeded my expectations.,2023-11-24
306,284,228,3,"Works as expected, nothing special though.",2023-08-06
307,530,121,4,Perfect in every way. Worth every penny!,2023-02-18
308,153,535,3,"Good product overall, but has some minor issues.",2023-05-10
309,44,419,2,Poor quality and doesn't work as described.,2023-12-17
310,278,42,5,Perfect in every way. Worth every penny!,2023-08-06
311,82,1051,4,Absolutely love it! Exceeded my expectations.,2023-10-27
312,483,430,5,Perfect in every way. Worth every penny!,2023-11-23
313,189,686,4,Absolutely love it! Exceeded my expectations.,2023-12-31
314,116,417,5,Perfect in every way. Worth every penny!,2023-05-28
315,407,232,4,Absolutely love it! Exceeded my expectations.,2023-07-22
316,37,1004,3,"Good product overall, but has some minor issues.",2023-06-16
317,70,144,3,"Good product overall, but has some minor issues.",2023-11-24
318,344,830,4,Highly recommend! Excellent quality.,2023-04-20
319,167,662,5,Highly recommend! Excellent quality.,2023-08-15
320,343,1075,5,Perfect in every way. Worth every penny!,2023-07-10
321,266,658,4,Absolutely love it! Exceeded my expectations.,2023-04-10
322,102,197,2,Poor quality and doesn't work as described.,2023-05-02
323,375,888,5,Perfect in every way. Worth every penny!,2023-02-19
324,516,971,5,Highly recommend! Excellent quality.,2023-03-31
325,134,92,4,Highly recommend! Excellent quality.,2023-04-28
326,81,540,4,Absolutely love it! Exceeded my expectations.,2023-01-18
327,13,927,5,Highly recommend! Excellent quality.,2023-02-02
328,9,450,2,Very disappointed with this purchase.,2023-05-12
329,242,849,3,"Works as expected, nothing special though.",2023-07-04
330,61,676,1,Very disappointed with this purchase.,2023-06-10
331,355,449,5,Perfect in every way. Worth every penny!,2023-02-03
332,238,202,4,Highly recommend! Excellent quality.,2023-05-22
333,152,458,5,Absolutely love it! Exceeded my expectations.,2023-02-16
334,11,196,5,Highly recommend! Excellent quality.,2023-06-20
335,383,475,5,Absolutely love it! Exceeded my expectations.,2023-10-05
336,458,121,4,Highly recommend! Excellent quality.,2023-04-08
337,281,621,5,Perfect in every way. Worth every penny!,2023-01-05
338,376,21,2,Poor quality and doesn't work as described.,2023-08-02
339,535,463,2,Poor quality and doesn't work as described.,2023-08-28
340,202,1045,2,Poor quality and doesn't work as described.,2023-02-03
341,328,320,4,Perfect in every way. Worth every penny!,2023-09-15
342,429,352,2,Very disappointed with this purchase.,2023-12-27
343,238,193,4,Absolutely love it! Exceeded my expectations.,2023-05-01
344,333,973,3,"Works as expected, nothing special though.",2023-02-25
345,282,765,2,Poor quality and doesn't work as described.,2023-04-04
346,20,544,3,"Good product overall, but has some minor issues.",2023-01-25
347,449,490,4,Absolutely love it! Exceeded my expectations.,2023-03-26
348,475,755,4,Highly recommend! Excellent quality.,2023-07-01
349,179,412,5,Absolutely love it! Exceeded my expectations.,2023-04-10
350,95,866,1,Very disappointed with this purchase.,2023-03-12
351,212,331,4,Absolutely love it! Exceeded my expectations.,2023-02-20
352,106,602,3,"Good product overall, but has some minor issues.",2023-07-29
353,245,565,4,Highly recommend! Excellent quality.,2023-09-29
354,496,456,5,Highly recommend! Excellent quality.,2023-11-10
355,338,691,5,Perfect in every way. Worth every penny!,2023-05-21
356,326,134,5,Perfect in every way. Worth every penny!,2023-09-16
357,390,961,2,Very disappointed with this purchase.,2023-05-18
358,344,727,3,"Good product overall, but has some minor issues.",2023-09-23
359,210,465,5,Highly recommend! Excellent quality.,2023-03-19
360,468,261,5,Highly recommend! Excellent quality.,2023-11-09
361,225,100,5,Highly recommend! Excellent quality.,2023-07-01
362,179,189,4,Highly recommend! Excellent quality.,2023-06-19
363,19,407,3,"Good product overall, but has some minor issues.",2023-03-11
364,81,724,3,"Good product overall, but has some minor issues.",2023-01-04
365,212,853,5,Highly recommend! Excellent quality.,2023-12-24
366,263,775,4,Highly recommend! Excellent quality.,2023-03-05
367,161,475,3,"Works as expected, nothing special though.",2023-02-26
368,428,34,3,"Works as expected, nothing special though.",2023-07-12
369,524,762,4,Highly recommend! Excellent quality.,2023-08-16
370,461,128,3,"Good product overall, but has some minor issues.",2023-08-23
371,103,617,4,Perfect in every way. Worth every penny!,2023-03-27
372,167,350,5,Absolutely love it! Exceeded my expectations.,2023-12-17
373,28,298,3,"Works as expected, nothing special though.",2023-08-15
374,164,572,4,Absolutely love it! Exceeded my expectations.,2023-02-08
375,332,579,3,"Works as expected, nothing special though.",2023-02-18
376,130,195,5,Perfect in every way. Worth every penny!,2023-10-19
377,258,735,3,"Good product overall, but has some minor issues.",2023-07-27
378,471,106,4,Highly recommend! Excellent quality.,2023-12-25
379,539,482,2,Very disappointed with this purchase.,2023-08-21
380,515,955,3,"Works as expected, nothing special though.",2023-04-09
381,398,585,4,Absolutely love it! Exceeded my expectations.,2023-05-29
382,110,7,4,Perfect in every way. Worth every penny!,2023-10-13
383,250,986,2,Very disappointed with this purchase.,2023-08-21
384,451,893,4,Highly recommend! Excellent quality.,2023-02-21
385,519,793,2,Very disappointed with this purchase.,2023-12-13
386,212,332,5,Perfect in every way. Worth every penny!,2023-11-01
387,346,900,3,"Works as expected, nothing special though.",2023-09-13
388,86,275,3,"Good product overall, but has some minor issues.",2023-05-11
389,358,18,4,Perfect in every way. Worth every penny!,2023-12-01
390,489,569,4,Highly recommend! Excellent quality.,2023-01-22
391,72,639,5,Perfect in every way. Worth every penny!,2023-06-28
392,378,256,3,"Works as expected, nothing special though.",2023-12-15
393,140,420,3,"Good product overall, but has some minor issues.",2023-04-11
394,497,315,5,Absolutely love it! Exceeded my expectations.,2023-05-14
395,398,189,3,"Good product overall, but has some minor issues.",2023-12-02
396,323,365,3,"Works as expected, nothing special though.",2023-07-30
397,515,213,2,Poor quality and doesn't work as described.,2023-06-03
398,15,285,3,"Good product overall, but has some minor issues.",2023-02-01
399,163,350,5,Absolutely love it! Exceeded my expectations.,2023-12-08
400,529,280,4,Perfect in every way. Worth every penny!,2023-08-31
401,49,662,3,"Works as expected, nothing special though.",2023-10-23
402,125,627,2,Very disappointed with this purchase.,2023-06-26
403,2,695,5,Absolutely love it! Exceeded my expectations.,2023-01-05
404,112,1035,4,Highly recommend! Excellent quality.,2023-06-03
405,22,440,5,Highly recommend! Excellent quality.,2023-05-05
406,426,528,2,Very disappointed with this purchase.,2023-06-28
407,544,674,5,Perfect in every way. Worth every penny!,2023-03-13
408,166,527,4,Absolutely love it! Exceeded my expectations.,2023-06-18
409,6,859,4,Absolutely love it! Exceeded my expectations.,2023-03-29
410,359,516,3,"Works as expected, nothing special though.",2023-08-18
411,93,356,3,"Good product overall, but has some minor issues.",2023-07-10
412,142,366,5,Highly recommend! Excellent quality.,2023-02-20
413,379,398,3,"Good product overall, but has some minor issues.",2023-03-28
414,467,995,4,Absolutely love it! Exceeded my expectations.,2023-03-23
415,330,264,3,"Works as expected, nothing special though.",2023-10-23
416,355,600,3,"Good product overall, but has some minor issues.",2023-12-21
417,58,381,3,"Works as expected, nothing special though.",2023-02-05
418,383,119,4,Perfect in every way. Worth every penny!,2023-03-15
419,50,436,2,Very disappointed with this purchase.,2023-05-14
420,247,1004,4,Highly recommend! Excellent quality.,2023-05-15
421,142,137,4,Perfect in every way. Worth every penny!,2023-04-16
422,218,1025,5,Absolutely love it! Exceeded my expectations.,2023-01-05
423,440,401,4,Highly recommend! Excellent quality.,2023-05-25
424,509,653,3,"Works as expected, nothing special though.",2023-08-13
425,225,427,4,Perfect in every way. Worth every penny!,2023-03-11
426,239,221,5,Absolutely love it! Exceeded my expectations.,2023-10-06
427,439,435,4,Absolutely love it! Exceeded my expectations.,2023-04-04
428,72,741,2,Very disappointed with this purchase.,2023-06-01
429,461,728,2,Poor quality and doesn't work as described.,2023-02-02
430,535,159,3,"Works as expected, nothing special though.",2023-09-18
431,413,857,5,Absolutely love it! Exceeded my expectations.,2023-08-18
432,289,61,5,Highly recommend! Excellent quality.,2023-05-19
433,452,530,3,"Works as expected, nothing special though.",2023-10-31
434,72,838,5,Perfect in every way. Worth every penny!,2023-11-05
435,490,901,2,Poor quality and doesn't work as described.,2023-06-13
436,500,284,3,"Good product overall, but has some minor issues.",2023-06-26
437,36,490,3,"Good product overall, but has some minor issues.",2023-12-27
438,200,132,5,Absolutely love it! Exceeded my expectations.,2023-09-10
439,431,731,5,Perfect in every way. Worth every penny!,2023-04-19
440,367,570,5,Absolutely love it! Exceeded my expectations.,2023-04-09
441,325,670,3,"Works as expected, nothing special though.",2023-10-13
442,491,403,3,"Works as expected, nothing special though.",2023-04-10
443,90,1086,4,Perfect in every way. Worth every penny!,2023-07-21
444,296,393,5,Highly recommend! Excellent quality.,2023-11-20
445,496,307,5,Absolutely love it! Exceeded my expectations.,2023-12-07
446,352,712,5,Highly recommend! Excellent quality.,2023-09-18
447,2,598,5,Highly recommend! Excellent quality.,2023-12-11
448,312,1023,5,Highly recommend! Excellent quality.,2023-05-02
449,326,704,1,Very disappointed with this purchase.,2023-09-03
450,183,75,4,Highly recommend! Excellent quality.,2023-05-28
451,519,139,3,"Good product overall, but has some minor issues.",2023-04-08
452,485,689,3,"Works as expected, nothing special though.",2023-02-09
453,37,148,4,Perfect in every way. Worth every penny!,2023-06-15
